arm,alpha,eta,N_streams,DetRate,DetRate_CI_low,DetRate_CI_high,ADD,SEM
eCUSUM,0.10000000000000001,0.02,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.040000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.059999999999999998,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.080000000000000002,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.10000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.12,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.14000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.16,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.17999999999999999,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.10000000000000001,0.20000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.02,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.040000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.059999999999999998,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.080000000000000002,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.10000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.12,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.14000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.16,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.17999999999999999,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.070000000000000007,0.20000000000000001,2000,0,1.0842021724855044e-19,0.001917047281252934,NaN,NaN
eCUSUM,0.050000000000000003,0.02,2000,0.0030000000000000001,0.0013756299236301083,0.0065299150739353082,145.66666666666666,24.813377515036194
eCUSUM,0.050000000000000003,0.040000000000000001,2000,0.0030000000000000001,0.0013756299236301083,0.0065299150739353082,140,22.892259730213521
