lambda,N_streams,P_exceed,CI_low,CI_high,is_lattice_point,bracket_role
11,200000,0.059150000000000001,0.058124561371392561,0.060192373374547831,True,none
11.199999999999999,200000,0.050270000000000002,0.049321000502717982,0.05123627535821379,True,above_nominal
11.4,200000,0.042869999999999998,0.041990985729366076,0.043766574394058511,True,below_nominal
11.6,200000,0.036470000000000002,0.035657313401965186,0.037300492570101838,True,none
11.800000000000001,200000,0.031074999999999998,0.03032348767671687,0.031844525538072953,True,none
12,200000,0.026540000000000001,0.025844604053316494,0.027253583368284814,True,none
