experiment,pipeline,detector,Gamma,ADD_reset,ADD_warmstart,delta_ADD,se_delta_paired,n_paired,censor_horizon,alarm_time_censored_reset,alarm_time_censored_warmstart,delta_censored,se_delta_censored,n_censored,DetRate_reset,DetRate_warmstart,n_preonset_leak_reset,n_preonset_leak_warmstart
expB_H1,Concept,CUSUM,106.66666666666666,28.395600000000002,25.413399999999999,-2.9822000000000002,0.072249987156599721,5000,5000,28.395600000000002,25.413399999999999,-2.9822000000000002,0.072249987156599721,5000,1,1,0,159
expB_H1,Concept,CUSUM,122.22222222222223,28.329799999999999,25.363399999999999,-2.9664000000000001,0.071744014724085148,5000,5000,28.329799999999999,25.363399999999999,-2.9664000000000001,0.071744014724085148,5000,1,1,0,159
expB_H1,Concept,CUSUM,137.77777777777777,28.301400000000001,25.334599999999998,-2.9668000000000001,0.073006065015900026,5000,5000,28.301400000000001,25.334599999999998,-2.9668000000000001,0.073006065015900026,5000,1,1,0,159
expB_H1,Concept,CUSUM,153.33333333333331,28.2544,25.308800000000002,-2.9456000000000002,0.07168567426745065,5000,5000,28.2544,25.308800000000002,-2.9456000000000002,0.07168567426745065,5000,1,1,0,159
expB_H1,Concept,CUSUM,168.88888888888889,28.208600000000001,25.274999999999999,-2.9336000000000002,0.071684767902182936,5000,5000,28.208600000000001,25.274999999999999,-2.9336000000000002,0.071684767902182936,5000,1,1,0,159
expB_H1,Concept,CUSUM,184.44444444444446,28.202000000000002,25.286799999999999,-2.9152,0.07178852631515778,5000,5000,28.202000000000002,25.286799999999999,-2.9152,0.07178852631515778,5000,1,1,0,159
expB_H1,Concept,CUSUM,200,28.236799999999999,25.321400000000001,-2.9154,0.072318563058958674,5000,5000,28.236799999999999,25.321400000000001,-2.9154,0.072318563058958674,5000,1,1,0,159
expB_H1,Concept,PHT,1,NaN,27.018000000000001,NaN,NaN,0,5000,5000,27.018000000000001,-4972.982,0.077815848393834583,5000,0,1,0,120
expB_H1,Concept,PHT,6.4444444444444446,NaN,27.096599999999999,NaN,NaN,0,5000,5000,27.096599999999999,-4972.9034000000001,0.095565685515511298,5000,0,1,0,120
expB_H1,Concept,PHT,11.888888888888889,NaN,27.1234,-144.14285714285714,30.299637410551377,7,5000,4993.3062,27.1234,-4966.1827999999996,2.5559611390435615,5000,0.0014,1,0,120
expB_H1,Concept,PHT,17.333333333333336,NaN,27.095800000000001,-211.72727272727272,52.074438138476502,11,5000,4989.6282000000001,27.095800000000001,-4962.5324000000001,3.1587901388152102,5000,0.0022000000000000001,1,0,120
