Gamma_target,Gamma_realised,attainable,Gamma,arm,n_seeds,n_eff,adwin_impl,river_version,FPR_CUSUM,FPR_CUSUM_low,FPR_CUSUM_high,n_preonset_leak_CUSUM,arm_CUSUM,FPR_PHT,FPR_PHT_low,FPR_PHT_high,n_preonset_leak_PHT,arm_PHT,FPR_ADWIN,FPR_ADWIN_low,FPR_ADWIN_high,n_preonset_leak_ADWIN,arm_ADWIN,FPR_DDM,FPR_DDM_low,FPR_DDM_high,n_preonset_leak_DDM,arm_DDM,FPR_EDDM,FPR_EDDM_low,FPR_EDDM_high,n_preonset_leak_EDDM,arm_EDDM
1,1.1739130434782608,False,1.1739130434782608,reset,5000,100000,river,0.23.0,0.081799999999999998,0.074520775580739024,0.089721330326106741,0,reset,0.056599999999999998,0.050528814031287117,0.06335198405358955,0,reset,0.00040000000000000002,0.00010970128207763504,0.0014573865014234437,0,reset,0.1048,0.09661131057076798,0.11359548104660518,0,reset,0.91959999999999997,0.91173701989453748,0.92681872463317061,0,reset
6.4444444444444446,6.4444444444444402,True,6.4444444444444402,reset,5000,100000,river,0.23.0,0.069000000000000006,0.062300524887421618,0.076361234189217628,0,reset,0.0516,0.045805193052696626,0.058083282051630609,0,reset,0.00040000000000000002,0.00010970128207763504,0.0014573865014234437,0,reset,0.10920000000000001,0.10085314022754299,0.11814689561271369,0,reset,0.92020000000000002,0.91236223221903856,0.92739259106633565,0,reset
11.888888888888889,11.888888888888962,True,11.888888888888962,reset,5000,100000,river,0.23.0,0.080600000000000005,0.07337259170799372,0.0884713566835202,0,reset,0.057799999999999997,0.051664630447854111,0.064614325152354407,0,reset,0.00059999999999999995,0.00020407465419434642,0.001762706048528709,0,reset,0.097000000000000003,0.0891033190865822,0.10551544868113386,0,reset,0.91879999999999995,0.91090359552159728,0.92605337732922288,0,reset
17.333333333333336,17.333333333333339,True,17.333333333333339,reset,5000,100000,river,0.23.0,0.088200000000000001,0.080652354429916071,0.096379924892032995,0,reset,0.059799999999999999,0.053559382636359953,0.06671650215606835,0,reset,0.001,0.00042721349110879964,0.002338953050058211,0,reset,0.109,0.10066023233412807,0.11794011058690659,0,reset,0.92059999999999997,0.91277910973214715,0.92777509939167091,0,reset
22.777777777777779,22.777777777777651,True,22.777777777777651,reset,5000,100000,river,0.23.0,0.076999999999999999,0.069931037925083248,0.084718437920435083,0,reset,0.055399999999999998,0.049393802093284471,0.062088838476260337,0,reset,0.00059999999999999995,0.00020407465419434642,0.001762706048528709,0,reset,0.10680000000000001,0.098538853059109061,0.11566486775048387,0,reset,0.91959999999999997,0.91173701989453748,0.92681872463317061,0,reset
28.222222222222221,28.222222222222214,True,28.222222222222214,reset,5000,100000,river,0.23.0,0.074200000000000002,0.067257523746006187,0.08179625123040446,0,reset,0.056599999999999998,0.050528814031287117,0.06335198405358955,0,reset,0.00040000000000000002,0.00010970128207763504,0.0014573865014234437,0,reset,0.1018,0.093721807793564788,0.11048959003547873,0,reset,0.92100000000000004,0.91319604312821889,0.92815755183404325,0,reset
33.666666666666671,33.666666666666899,True,33.666666666666899,reset,5000,100000,river,0.23.0,0.0814,0.074137993485011766,0.089304726583390059,0,reset,0.061400000000000003,0.055076678775241784,0.068396749370962337,0,reset,0.00020000000000000001,3.5305783439365263e-05,0.0011320890808397363,0,reset,0.1036,0.095455245142980108,0.11235338895906118,0,reset,0.92179999999999995,0.9140300791231849,0.92892228751596495,0,reset
39.111111111111114,39.111111111111377,True,39.111111111111377,reset,5000,100000,river,0.23.0,0.082600000000000007,0.075286500387714395,0.090554377196019303,0,reset,0.058400000000000001,0.05223283299055026,0.065245201367324202,0,reset,0.00080000000000000004,0.00031114697610156263,0.0020553266458434704,0,reset,0.1052,0.096996742904761596,0.11400943455105553,0,reset,0.92079999999999995,0.91298756942072146,0.92796633262231842,0,reset
44.555555555555557,44.555555555555131,True,44.555555555555131,reset,5000,100000,river,0.23.0,0.085199999999999998,0.077776554600002268,0.09326033093361713,0,reset,0.065199999999999994,0.058685289271312439,0.072382304340109241,0,reset,0.001,0.00042721349110879964,0.002338953050058211,0,reset,0.096600000000000005,0.088718716686585972,0.10510066524268614,0,reset,0.92579999999999996,0.91820374876959554,0.93274247625399376,0,reset
50,49.999999999999396,True,49.999999999999396,reset,5000,100000,river,0.23.0,0.081000000000000003,0.07375526540604449,0.088888068823913396,0,reset,0.061800000000000001,0.055456204009451823,0.068816609975196258,0,reset,0.00040000000000000002,0.00010970128207763504,0.0014573865014234437,0,reset,0.1026,0.094492125574281688,0.11131804393164971,0,reset,0.92400000000000004,0.91632486477228836,0.93102412397830348,0,reset
