source,nu_hat,Var_z_hat,lb_pvalue,FPR_C_real,FPR_E_real
BTC,2.7791143512276766,1.0475457277090305,0.15436618003792157,0.04716981132075472,0.04716981132075472
ETH,3.2497912498017185,1.0271601887275807,0.018785617996181257,0.041666666666666664,0.041666666666666664
