source,ticker,c,arm,n_onsets,lambda_star,FPR_achieved,DetRate,CI_low,CI_high,ADD,SEM,add_reliable
Synth_ETH,ETH,0.5,Concept,72,5.6000156396611009,0.055555555555555552,1,0.94934882740354221,1,45.125,2.2263795747361836,True
Synth_ETH,ETH,0.5,Eco,72,35.102225094774937,0.055555555555555552,1,0.94934882740354221,1,94.902777777777771,3.551004016114637,True
Synth_ETH,ETH,0.59999999999999998,Concept,72,5.6000156396611009,0.055555555555555552,1,0.94934882740354221,1,36.402777777777779,1.5591055378061593,True
Synth_ETH,ETH,0.59999999999999998,Eco,72,35.102225094774937,0.055555555555555552,1,0.94934882740354221,1,75.541666666666671,2.4615043500110776,True
Synth_ETH,ETH,0.75,Concept,72,5.6000156396611009,0.055555555555555552,1,0.94934882740354221,1,28.833333333333332,1.2123973801552888,True
Synth_ETH,ETH,0.75,Eco,72,35.102225094774937,0.055555555555555552,1,0.94934882740354221,1,58.736111111111114,1.4314308346533666,True
Synth_ETH,ETH,1,Concept,72,5.6000156396611009,0.055555555555555552,1,0.94934882740354221,1,23.277777777777779,0.98036711720626069,True
Synth_ETH,ETH,1,Eco,72,35.102225094774937,0.055555555555555552,1,0.94934882740354221,1,43.791666666666664,0.78565885596928331,True
Synth_ETH,ETH,1.25,Concept,72,5.6000156396611009,0.055555555555555552,1,0.94934882740354221,1,19.319444444444443,0.69550651808661024,True
Synth_ETH,ETH,1.25,Eco,72,35.102225094774937,0.055555555555555552,1,0.94934882740354221,1,36.222222222222221,0.58141955320146677,True
Synth_ETH,ETH,1.5,Concept,72,5.6000156396611009,0.055555555555555552,1,0.94934882740354221,1,16.569444444444443,0.351817584832334,True
Synth_ETH,ETH,1.5,Eco,72,35.102225094774937,0.055555555555555552,1,0.94934882740354221,1,30.986111111111111,0.43677985508015466,True
