regime,etf,seed,alpha,beta,gamma_penalty,p_data,p_concept,error_rate,classifier_version
Cal. B,SPY,23,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.75311002102999081,0.502,0.23.0
Cal. B,SPY,24,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.34876787139482629,0.50175000000000003,0.23.0
Cal. B,SPY,25,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.39892475380145503,0.49737500000000001,0.23.0
Cal. B,SPY,26,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.93176809550219086,0.50187499999999996,0.23.0
Cal. B,SPY,27,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.82013055309346872,0.49299999999999999,0.23.0
Cal. B,SPY,28,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.24174492839948417,0.49412499999999998,0.23.0
Cal. B,SPY,29,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.98310639054206672,0.49775000000000003,0.23.0
Cal. B,SPY,30,0.089999999999999997,0.89300000000000002,31.941168029240849,0,0.65203110499651307,0.50162499999999999,0.23.0
Cal. B,VNQ,1,0.115,0.875,93.867924528301941,0,0.072727151065706028,0.50624999999999998,0.23.0
Cal. B,VNQ,2,0.115,0.875,93.867924528301941,0,0.089810923142832566,0.50475000000000003,0.23.0
Cal. B,VNQ,3,0.115,0.875,93.867924528301941,0,0.77806033193660551,0.50475000000000003,0.23.0
Cal. B,VNQ,4,0.115,0.875,93.867924528301941,0,0.60567043859278391,0.49862499999999998,0.23.0
Cal. B,VNQ,5,0.115,0.875,93.867924528301941,0,0.69025264230452454,0.4975,0.23.0
Cal. B,VNQ,6,0.115,0.875,93.867924528301941,0,0.017934795860985061,0.50437500000000002,0.23.0
Cal. B,VNQ,7,0.115,0.875,93.867924528301941,0,0.048985267784179394,0.4945,0.23.0
Cal. B,VNQ,8,0.115,0.875,93.867924528301941,0,0.14275785201490479,0.50437500000000002,0.23.0
Cal. B,VNQ,9,0.115,0.875,93.867924528301941,0,0.47696313107999733,0.49075000000000002,0.23.0
Cal. B,VNQ,10,0.115,0.875,93.867924528301941,0,0.67092745928810005,0.49199999999999999,0.23.0
Cal. B,VNQ,11,0.115,0.875,93.867924528301941,0,0.78256989724384596,0.49525000000000002,0.23.0
Cal. B,VNQ,12,0.115,0.875,93.867924528301941,0,0.074387748700550219,0.49287500000000001,0.23.0
Cal. B,VNQ,13,0.115,0.875,93.867924528301941,0,0.013809933658351006,0.50087499999999996,0.23.0
Cal. B,VNQ,14,0.115,0.875,93.867924528301941,0,0.97070133267877245,0.4995,0.23.0
Cal. B,VNQ,15,0.115,0.875,93.867924528301941,0,0.98957361335283289,0.4985,0.23.0
Cal. B,VNQ,16,0.115,0.875,93.867924528301941,0,0.80317644707007285,0.4955,0.23.0
Cal. B,VNQ,17,0.115,0.875,93.867924528301941,0,0.22243512985585367,0.50175000000000003,0.23.0
Cal. B,VNQ,18,0.115,0.875,93.867924528301941,0,0.88843544450493805,0.49925000000000003,0.23.0
Cal. B,VNQ,19,0.115,0.875,93.867924528301941,0,0.4602837573740145,0.496,0.23.0
Cal. B,VNQ,20,0.115,0.875,93.867924528301941,0,0.74407673494744242,0.51175000000000004,0.23.0
Cal. B,VNQ,21,0.115,0.875,93.867924528301941,0,0.27941178366401009,0.49025000000000002,0.23.0
Cal. B,VNQ,22,0.115,0.875,93.867924528301941,0,0.91010102777996538,0.49712499999999998,0.23.0
Cal. B,VNQ,23,0.115,0.875,93.867924528301941,0,0.58993580978430638,0.501,0.23.0
Cal. B,VNQ,24,0.115,0.875,93.867924528301941,0,0.55175330943345025,0.50212500000000004,0.23.0
Cal. B,VNQ,25,0.115,0.875,93.867924528301941,0,0.29364354548017729,0.51224999999999998,0.23.0
Cal. B,VNQ,26,0.115,0.875,93.867924528301941,0,0.83018983363199239,0.50512500000000005,0.23.0
Cal. B,VNQ,27,0.115,0.875,93.867924528301941,0,0.63417397727911062,0.49437500000000001,0.23.0
Cal. B,VNQ,28,0.115,0.875,93.867924528301941,0,0.21795350647862041,0.49087500000000001,0.23.0
Cal. B,VNQ,29,0.115,0.875,93.867924528301941,0,0.97218499798111768,0.496,0.23.0
Cal. B,VNQ,30,0.115,0.875,93.867924528301941,0,0.92212476585464764,0.497,0.23.0
IID,BWX,1,0,0,1,0.11094155163285169,0.50940505413481585,0.50275000000000003,0.23.0
IID,BWX,2,0,0,1,0.85356621257161169,0.14949898608783521,0.50862499999999999,0.23.0
IID,BWX,3,0,0,1,0.80572777142691476,0.5416652512777318,0.501,0.23.0
IID,BWX,4,0,0,1,0.89165079049597806,0.47126756597187081,0.51212500000000005,0.23.0
IID,BWX,5,0,0,1,0.2698982495900128,0.044029987113048286,0.50724999999999998,0.23.0
IID,BWX,6,0,0,1,0.65418324641213543,0.19872319259045149,0.49687500000000001,0.23.0
IID,BWX,7,0,0,1,0.22550608862767538,0.67073472142069301,0.49937500000000001,0.23.0
IID,BWX,8,0,0,1,0.068848602148736116,0.24275612514736905,0.49887500000000001,0.23.0
IID,BWX,9,0,0,1,0.4215147288400205,0.43287989782584807,0.50187499999999996,0.23.0
IID,BWX,10,0,0,1,0.028193109969616603,0.72024583171890189,0.51149999999999995,0.23.0
IID,BWX,11,0,0,1,0.24756459626833646,0.013380859035223859,0.49575000000000002,0.23.0
IID,BWX,12,0,0,1,0.010650768370332362,0.37786519788916556,0.49712499999999998,0.23.0
IID,BWX,13,0,0,1,0.96636670005827741,0.90167645487571335,0.50549999999999995,0.23.0
IID,BWX,14,0,0,1,0.88633717048375249,0.85499198337287785,0.50012500000000004,0.23.0
IID,BWX,15,0,0,1,0.41472441623202538,0.045106410921433769,0.50224999999999997,0.23.0
IID,BWX,16,0,0,1,0.62554849013541003,0.12022215912866722,0.49137500000000001,0.23.0
IID,BWX,17,0,0,1,0.86348077702396564,0.9573849217716861,0.4975,0.23.0
IID,BWX,18,0,0,1,0.69915743471178682,0.58842653955240631,0.50124999999999997,0.23.0
IID,BWX,19,0,0,1,0.51220170580388724,0.99407760073250617,0.51175000000000004,0.23.0
IID,BWX,20,0,0,1,0.30984429425021609,0.15666943800562341,0.50475000000000003,0.23.0
IID,BWX,21,0,0,1,0.8311274811629541,0.060294133279601453,0.49249999999999999,0.23.0
IID,BWX,22,0,0,1,0.76229545887968131,0.30098571950530467,0.51087499999999997,0.23.0
IID,BWX,23,0,0,1,0.61851750388869187,0.87747700852040555,0.50012500000000004,0.23.0
IID,BWX,24,0,0,1,0.017124494453490135,0.93926438398937429,0.504,0.23.0
IID,BWX,25,0,0,1,0.69007886293393783,0.26225406161774362,0.50449999999999995,0.23.0
IID,BWX,26,0,0,1,0.48965176837987934,0.91875297745726803,0.49712499999999998,0.23.0
IID,BWX,27,0,0,1,0.28401941125809371,0.52118989581358233,0.50337500000000002,0.23.0
IID,BWX,28,0,0,1,0.90632884918020407,0.6493581189211256,0.50862499999999999,0.23.0
IID,BWX,29,0,0,1,0.99830725369431261,0.97368951048343944,0.51075000000000004,0.23.0
IID,BWX,30,0,0,1,0.020875044188237924,0.96599516675513386,0.50062499999999999,0.23.0
IID,PFF,1,0,0,1,0.45802149866852082,0.91250366504792768,0.49375000000000002,0.23.0
IID,PFF,2,0,0,1,0.75228713734040453,0.23837398668114967,0.49587500000000001,0.23.0
IID,PFF,3,0,0,1,0.8827388738646974,0.36406331665795533,0.4975,0.23.0
IID,PFF,4,0,0,1,0.73068378372192033,0.74301005496195704,0.49912499999999999,0.23.0
IID,PFF,5,0,0,1,0.78985726367155029,0.77494549985165007,0.50024999999999997,0.23.0
IID,PFF,6,0,0,1,0.73316679499852366,0.17090101962951915,0.49875000000000003,0.23.0
IID,PFF,7,0,0,1,0.89233725362873051,0.86571435658525253,0.49099999999999999,0.23.0
IID,PFF,8,0,0,1,0.78552080778707811,0.4170812145006349,0.51175000000000004,0.23.0
IID,PFF,9,0,0,1,0.54597599790983919,0.7329897999528977,0.50375000000000003,0.23.0
IID,PFF,10,0,0,1,0.92077535550518275,0.03704323524166505,0.49487500000000001,0.23.0
IID,PFF,11,0,0,1,0.28250245346165836,0.73355660764606179,0.495,0.23.0
IID,PFF,12,0,0,1,0.82748283436847847,0.7176661958744408,0.4965,0.23.0
IID,PFF,13,0,0,1,0.27659169174702558,0.9177656700737542,0.49075000000000002,0.23.0
IID,PFF,14,0,0,1,0.897033018814272,0.10859390204943177,0.50524999999999998,0.23.0
IID,PFF,15,0,0,1,0.52654950848234461,0.23459781983922676,0.504,0.23.0
IID,PFF,16,0,0,1,0.44920468814766118,0.59685951956295713,0.49125000000000002,0.23.0
IID,PFF,17,0,0,1,0.8573030372754733,0.83064857199560072,0.50549999999999995,0.23.0
IID,PFF,18,0,0,1,0.69729209897808886,0.52433284579485762,0.50037500000000001,0.23.0
IID,PFF,19,0,0,1,0.10682123931887134,0.61562898006706102,0.50049999999999994,0.23.0
IID,PFF,20,0,0,1,0.085871550292505178,0.36834330733822251,0.49725000000000003,0.23.0
IID,PFF,21,0,0,1,0.40674173106888933,0.80434812628530838,0.50662499999999999,0.23.0
IID,PFF,22,0,0,1,0.69195907649290744,0.99234388208761892,0.4965,0.23.0
IID,PFF,23,0,0,1,0.76164750426870242,0.1190870018544548,0.49775000000000003,0.23.0
IID,PFF,24,0,0,1,0.52709431938518447,0.48196475008390049,0.50624999999999998,0.23.0
IID,PFF,25,0,0,1,0.78971985342260975,0.95604500005146453,0.49587500000000001,0.23.0
IID,PFF,26,0,0,1,0.78964589267968621,0.42659065605795937,0.50275000000000003,0.23.0
IID,PFF,27,0,0,1,0.28723580682628852,0.011274199083233658,0.49787500000000001,0.23.0
IID,PFF,28,0,0,1,0.13649369250895382,0.43856036030707213,0.49475000000000002,0.23.0
IID,PFF,29,0,0,1,0.15007550224847746,0.21383481813510519,0.50600000000000001,0.23.0
IID,PFF,30,0,0,1,0.53443060799039421,0.96190316073336568,0.49412499999999998,0.23.0
IID,SPY,1,0,0,1,0.94790002144382191,0.14554490126479494,0.50149999999999995,0.23.0
IID,SPY,2,0,0,1,0.07903286743787305,0.70333878801540284,0.49937500000000001,0.23.0
IID,SPY,3,0,0,1,0.0088122698803769963,0.49055192638581013,0.49275000000000002,0.23.0
IID,SPY,4,0,0,1,0.54889569216925482,0.0061004168594172405,0.4985,0.23.0
IID,SPY,5,0,0,1,0.035396748097014936,0.92430754217181776,0.49412499999999998,0.23.0
IID,SPY,6,0,0,1,0.79544077793306378,0.47074751415411054,0.49725000000000003,0.23.0
IID,SPY,7,0,0,1,0.992457082383984,0.338023891705864,0.48625000000000002,0.23.0
IID,SPY,8,0,0,1,0.615422284351552,0.85203509259532084,0.50112500000000004,0.23.0
IID,SPY,9,0,0,1,0.87491613140564706,0.17934281364173491,0.49462499999999998,0.23.0
IID,SPY,10,0,0,1,0.61959762887695857,0.48124487161499385,0.50549999999999995,0.23.0
IID,SPY,11,0,0,1,0.75962843521114998,0.29981976905066943,0.50537500000000002,0.23.0
IID,SPY,12,0,0,1,0.872989334009038,0.55242372652877192,0.49762499999999998,0.23.0
IID,SPY,13,0,0,1,0.70501829619416478,0.2913895711970631,0.50424999999999998,0.23.0
IID,SPY,14,0,0,1,0.30592013109073524,0.69876044071185106,0.51024999999999998,0.23.0
IID,SPY,15,0,0,1,0.14793921696131018,0.65329069294636133,0.50249999999999995,0.23.0
IID,SPY,16,0,0,1,0.83970961902126695,0.28452805300727452,0.49775000000000003,0.23.0
IID,SPY,17,0,0,1,0.53027163387066101,0.31887293650597159,0.50337500000000002,0.23.0
IID,SPY,18,0,0,1,0.75769656955351949,0.9562330151008761,0.49487500000000001,0.23.0
IID,SPY,19,0,0,1,0.97049299084355323,0.63238450338792251,0.50512500000000005,0.23.0
IID,SPY,20,0,0,1,0.97942600381748035,0.41687994314755888,0.49512499999999998,0.23.0
IID,SPY,21,0,0,1,0.81486032964067767,0.19841925932440516,0.49262499999999998,0.23.0
IID,SPY,22,0,0,1,0.82193240852481375,0.70574329922862566,0.50612500000000005,0.23.0
IID,SPY,23,0,0,1,0.42919091788213048,0.42291022642417359,0.4965,0.23.0
IID,SPY,24,0,0,1,0.56612539947037055,0.19255712916980292,0.50062499999999999,0.23.0
IID,SPY,25,0,0,1,0.37902182025717501,0.26358848895757492,0.49962499999999999,0.23.0
IID,SPY,26,0,0,1,0.13397776007797521,0.63515328636380741,0.50262499999999999,0.23.0
IID,SPY,27,0,0,1,0.80832114820031831,0.88242290942473589,0.49887500000000001,0.23.0
IID,SPY,28,0,0,1,0.0013352670113220121,0.80534282022695403,0.4975,0.23.0
IID,SPY,29,0,0,1,0.28957045888191629,0.4592367752066886,0.50412500000000005,0.23.0
IID,SPY,30,0,0,1,0.69742076980600498,0.29918403692263529,0.50075000000000003,0.23.0
IID,VNQ,1,0,0,1,0.46589205368148767,0.53701981548306743,0.50475000000000003,0.23.0
IID,VNQ,2,0,0,1,0.81538562088332667,0.26370088849104151,0.50937500000000002,0.23.0
IID,VNQ,3,0,0,1,0.45604583194866044,0.6495718428313384,0.501,0.23.0
IID,VNQ,4,0,0,1,0.16835273712267856,0.43001327929234634,0.50787499999999997,0.23.0
IID,VNQ,5,0,0,1,0.34717718721704305,0.7869158398244358,0.49975000000000003,0.23.0
IID,VNQ,6,0,0,1,0.99002474483342551,0.8729158103203829,0.50075000000000003,0.23.0
IID,VNQ,7,0,0,1,0.50633527697092495,0.60399062805596504,0.50187499999999996,0.23.0
IID,VNQ,8,0,0,1,0.90174548699679691,0.12922693017712111,0.50212500000000004,0.23.0
IID,VNQ,9,0,0,1,0.60523737794717358,0.2146942180951964,0.49587500000000001,0.23.0
IID,VNQ,10,0,0,1,0.8098089544131799,0.95340162774368631,0.49637500000000001,0.23.0
IID,VNQ,11,0,0,1,0.43988439652850297,0.50085815912403808,0.50900000000000001,0.23.0
IID,VNQ,12,0,0,1,0.32311760751572211,0.50670165943653944,0.49812499999999998,0.23.0
IID,VNQ,13,0,0,1,0.67243147019222926,0.55759814260461216,0.49387500000000001,0.23.0
IID,VNQ,14,0,0,1,0.30544787151997332,0.42422418674188406,0.49975000000000003,0.23.0
IID,VNQ,15,0,0,1,0.22432669326608731,0.98259216313043662,0.49225000000000002,0.23.0
IID,VNQ,16,0,0,1,0.82427688411933064,0.78076878026136931,0.50387499999999996,0.23.0
IID,VNQ,17,0,0,1,0.66855022579266166,0.17056654808111163,0.49487500000000001,0.23.0
IID,VNQ,18,0,0,1,0.42921386070912121,0.9305460284432826,0.49925000000000003,0.23.0
IID,VNQ,19,0,0,1,0.45383767524186391,0.76601968169065571,0.50837500000000002,0.23.0
IID,VNQ,20,0,0,1,0.40318673386340836,0.45604542706052553,0.49349999999999999,0.23.0
IID,VNQ,21,0,0,1,0.84594117358737475,0.37082727126345016,0.50037500000000001,0.23.0
IID,VNQ,22,0,0,1,0.50984086729629075,0.62523697403298639,0.51000000000000001,0.23.0
IID,VNQ,23,0,0,1,0.57462854293765453,0.46168467839506977,0.49712499999999998,0.23.0
IID,VNQ,24,0,0,1,0.051172299409752695,0.81151846964790919,0.48925000000000002,0.23.0
IID,VNQ,25,0,0,1,0.9711503527488724,0.30269292031137007,0.5,0.23.0
IID,VNQ,26,0,0,1,0.77305687940089673,0.40202864343184569,0.48499999999999999,0.23.0
IID,VNQ,27,0,0,1,0.37849668455217905,0.50554385851099071,0.498,0.23.0
IID,VNQ,28,0,0,1,0.85308255373880759,0.18364391661286006,0.48049999999999998,0.23.0
IID,VNQ,29,0,0,1,0.94077637529349201,0.85809470718223657,0.50412500000000005,0.23.0
IID,VNQ,30,0,0,1,0.70263180358212907,0.40470103624565767,0.49225000000000002,0.23.0
