census_source,ticker,phase_id,phase_type,start_date,end_date,T_days,sharpe,q_ref,q_phase,delta_q,kl_sign_nats_day,ADD_min_unc_g20,ADD_min_unc_g252,ADD_min_unc_g1260,ADD_min_sign_g20,ADD_min_sign_g252,ADD_min_sign_g1260,detectable_unc_g20,detectable_unc_g252,detectable_unc_g1260,detectable_sign_g20,detectable_sign_g252,detectable_sign_g1260,episode_label
refined,SPY,10,bear,2007-10-09,2008-10-27,265,-1.8672022159664103,0.54115996258185217,0.48301886792452831,-0.058141094657323866,0.0067787583494051881,433.06274700950337,799.33369586165452,1031.9938736929264,441.9293503532038,815.69939544999579,1053.1230989480446,False,False,False,False,False,False,GFC_2008
refined,SPY,11,bull,2008-10-27,2008-11-04,6,11.39092524646712,0.54115996258185217,0.66666666666666663,0.12550670408481446,0.032530618639272257,11.636316655098002,21.477949933042609,27.729486277305167,92.089618914822097,169.97614305545596,219.45069902012867,False,False,False,False,False,False,NaN
refined,SPY,12,bear,2008-11-04,2008-11-20,12,-9.6470564850869973,0.54115996258185217,0.25,-0.29115996258185217,0.17546517049374069,16.223475296592873,29.944784117534027,38.660741963392589,17.073087867662355,31.512972471700149,40.685379211483948,False,False,False,False,False,False,GFC_2008
refined,SPY,13,bull,2008-11-20,2009-01-06,30,3.8208927223500453,0.54115996258185217,0.59999999999999998,0.058840037418147806,0.0070340044333829163,103.41983627970079,190.8891044766923,246.45074690904906,425.89286116119649,786.09974444558509,1014.9079471808316,False,False,False,False,False,False,NaN
refined,SPY,14,bear,2009-01-06,2009-03-09,42,-5.1231884792319695,0.54115996258185217,0.40476190476190477,-0.1363980578199474,0.037367273759577296,57.52450197190435,106.17692951269784,137.08159852627364,80.169944771156324,147.97518071797307,191.04596834859595,False,False,False,False,False,False,NaN
refined,SPY,15,bull,2009-03-09,2010-04-23,284,2.5774250290516418,0.54115996258185217,0.61971830985915488,0.078558347277302709,0.012590029610348413,227.28012075441202,419.50654997004528,541.61133427067693,237.9448155619618,439.19111063618885,567.02543368744034,True,False,False,True,False,False,NaN
refined,SPY,16,bear,2010-04-23,2010-07-02,49,-3.2692259764886069,0.54115996258185217,0.38775510204081631,-0.15340486054103586,0.047335578176124798,141.26795309838241,260.74797667706775,336.64327664616934,63.287116984344422,116.81338436255473,150.81398125915862,False,False,False,False,False,False,NaN
refined,SPY,17,bull,2010-07-02,2011-04-29,208,2.6375146055584193,0.54115996258185217,0.61057692307692313,0.069416960495070956,0.009811016356351912,217.04200268224125,400.60935132202422,517.21377248180022,305.34372431399265,563.59391185109223,727.63786550244936,False,False,False,False,False,False,NaN
refined,SPY,18,bear,2011-04-29,2011-10-03,108,-1.8072063807399914,0.54115996258185217,0.48148148148148145,-0.059678481100370717,0.0071416468466141622,462.29376067767311,853.28738813952646,1101.6517402161887,419.47359452172583,774.2512625267816,999.61075551223087,False,False,False,False,False,False,NaN
refined,SPY,19,bull,2011-10-03,2018-09-20,1753,1.2537368794890222,0.54115996258185217,0.553907586993725,0.012747624411872827,0.00032771911791226564,960.55167223337094,1772.956282973802,2289.0064960692207,9141.1581131985859,16872.464208791498,21783.492661104636,True,False,False,False,False,False,NaN
refined,SPY,20,bear,2018-09-20,2018-12-24,65,-4.1478987666776099,0.54115996258185217,0.40000000000000002,-0.14115996258185215,0.040036657959045499,87.756084499161403,161.97744054748495,209.1238329960207,74.824733788179842,138.10915719208168,178.30826457213411,False,False,False,False,False,False,NaN
refined,SPY,21,bull,2018-12-24,2020-02-19,289,2.60180820588281,0.54115996258185217,0.58823529411764708,0.047075331535794906,0.0044925995542652447,223.04011300388913,411.68047606017569,531.50734344448347,666.81488910131372,1230.7861007246504,1589.0281147287944,True,False,False,False,False,False,Calm_2015_or_2019
refined,SPY,22,bear,2020-02-19,2020-03-23,23,-5.9903798748763499,0.54115996258185217,0.2608695652173913,-0.28029039736446087,0.16204220124500471,42.075066132431338,77.660843255404359,100.26540214723435,18.487358543250725,34.123389123497724,44.055603695186129,False,False,False,True,False,False,COVID_2020
refined,SPY,23,bull,2020-03-23,2022-01-03,450,2.3037145166231245,0.54115996258185217,0.59111111111111114,0.049951148529258971,0.0050608678038262939,284.49603409432746,525.11389622162926,677.95756227638992,591.94043189372633,1092.5851655976612,1410.6013586342146,True,False,False,False,False,False,NaN
refined,SPY,24,bear,2022-01-03,2022-06-16,114,-2.308080435228681,0.54115996258185217,0.43859649122807015,-0.10256347135378202,0.021092062791891741,283.42075807140299,523.12918531446644,675.39516623597819,142.03126091136127,262.156866403653,338.46224859001762,False,False,False,False,False,False,NaN
refined,SPY,25,bull,2022-06-16,2022-08-16,41,5.3243717674181488,0.54115996258185217,0.58536585365853655,0.044205891076684378,0.0039596227354865912,53.25946392368715,98.304655460925801,126.91796019159416,756.5701264178266,1396.4535151180057,1802.9159535746126,False,False,False,False,False,False,NaN
refined,SPY,26,bear,2022-08-16,2022-10-12,40,-4.7357058258158657,0.54115996258185217,0.32500000000000001,-0.21615996258185216,0.094843291654410883,67.323099266801407,124.26287443425028,160.43177687559245,31.58612719252525,58.30068728170577,75.270131133344279,False,False,False,True,False,False,NaN
refined,SPY,27,bull,2022-10-12,2025-02-19,589,1.7516342194783856,0.54115996258185217,0.57045840407470294,0.029298441492850769,0.0017351435676772366,492.09243982919065,908.28885964096571,1172.6623605959473,1726.5039788979832,3186.7271334287552,4114.2803010254784,True,False,False,False,False,False,NaN
refined,SPY,28,bear,2025-02-19,2025-04-08,34,-5.7331878230172277,0.54115996258185217,0.41176470588235292,-0.12939525669949925,0.033612587959261628,45.934732864269684,84.784895589296099,109.46303562935459,89.125308565493697,164.50471157451719,212.38671085361867,False,False,False,False,False,False,NaN
refined,SPY,29,bull,2025-04-08,2025-07-03,59,3.8814758698312186,0.54115996258185217,0.69491525423728817,0.153755291655436,0.049272161067242498,100.2166205023604,184.9767088166526,238.81744415752132,60.799693146514677,112.22217511355599,144.88641953826624,False,False,False,False,False,False,NaN
refined,PFF,0,bull,2009-03-06,2011-05-19,556,2.3278675017137935,0.55870997047467641,0.63848920863309355,0.079779238158417143,0.013132860048168452,278.62303580491789,514.27369936590696,663.96213483144572,228.10966252334234,421.03769226434224,543.58814254943138,True,True,False,True,True,True,NaN
refined,PFF,1,bear,2011-05-19,2011-08-08,55,-3.3385065027345333,0.55870997047467641,0.43636363636363634,-0.12234633411104007,0.030076479477024451,135.46561769947425,250.03820717815407,322.81623974185351,99.603820847531154,183.84562234869867,237.35713501305679,False,False,False,False,False,False,NaN
refined,PFF,2,bull,2011-08-08,2013-05-08,439,1.9799929814747144,0.55870997047467641,0.62642369020501143,0.06771371973033502,0.0094303010377878166,385.12900976469376,710.85910040652004,917.76718594052909,317.67090589684261,586.34703869522821,757.01369143356396,True,False,False,True,False,False,NaN
refined,PFF,3,bear,2013-05-08,2020-03-18,1727,-0.12708175515363232,0.55870997047467641,0.55761436016213084,-0.0010956103125455696,2.4338651962727345e-06,93490.423257194416,172561.70396989532,222788.83306549126,1230853.8197356656,2271871.5465340037,2933139.851327064,False,False,False,False,False,False,COVID_2020
refined,PFF,4,bull,2020-03-18,2021-12-31,452,1.9046011218398859,0.55870997047467641,0.55752212389380529,-0.0011878465808711214,2.860873839126421e-06,416.22241334369374,768.25033382788524,991.86315061856578,1047138.8960195285,1932776.2769153973,2495344.919552763,True,False,False,False,False,False,NaN
refined,PFF,5,bear,2021-12-31,2022-10-21,203,-2.1887904874229731,0.55870997047467641,0.43349753694581283,-0.12521243352886358,0.031502911501781125,315.15568776873323,581.70452761311981,751.01989557572404,95.093822467317565,175.52120816511825,226.60975318239724,False,False,False,True,True,False,NaN
refined,PFF,6,bull,2022-10-21,2024-10-16,498,1.0211895696458859,0.55870997047467641,0.54618473895582331,-0.012525231518853097,0.00031755210612769737,1447.8407439143502,2672.3792356740128,3450.2223710547651,9433.829018124401,17412.667026330073,22480.931041517855,False,False,False,False,False,False,NaN
refined,VNQ,0,bear,2007-02-07,2008-01-18,239,-1.5846157929747569,0.52772237734343841,0.44351464435146443,-0.084207732991973983,0.014204325219006983,601.29220619102205,1109.8463785824792,1432.886752262765,210.90282201827966,389.27784335101154,502.58402915141073,False,False,False,True,False,False,GFC_2008
refined,VNQ,1,bull,2008-01-18,2008-05-15,81,2.09640390193417,0.52772237734343841,0.4567901234567901,-0.070932253886648311,0.010074717664281571,343.54498714795238,634.1046099393335,818.67194655471451,297.3514865011968,548.842088857259,708.59226410436554,False,False,False,False,False,False,NaN
refined,VNQ,2,bear,2008-05-15,2009-03-06,203,-1.6158714657791704,0.52772237734343841,0.45812807881773399,-0.069594298525704423,0.0096979769435657642,578.2556844912317,1067.3262861541953,1377.9904365913176,308.90280426388767,570.16315048882313,736.11919697147641,False,False,False,False,False,False,GFC_2008
refined,VNQ,3,bull,2009-03-06,2010-05-03,291,1.7139635724561204,0.52772237734343841,0.5532646048109966,0.025542227467558187,0.0013118959060543361,513.96122991138145,948.65358951240069,1224.7759574032068,2283.5136993177821,4214.8382825141653,5441.6413428839878,False,False,False,False,False,False,NaN
refined,VNQ,4,bear,2010-05-03,2010-07-06,44,-2.6950279047109373,0.52772237734343841,0.38636363636363635,-0.14135874097980206,0.040206951152114881,207.87726871921635,383.69337154578926,495.37409827943878,74.50781985981088,137.52420735887048,177.55305476749686,False,False,False,False,False,False,NaN
refined,VNQ,5,bull,2010-07-06,2013-05-21,724,1.1312064522330219,0.52772237734343841,0.56077348066298338,0.033051103319544972,0.0021984966296921052,1179.9124601349995,2177.8455756487165,2811.7459623617719,1362.6276397674246,2515.0955488550412,3247.1584916394922,False,False,False,False,False,False,NaN
refined,VNQ,6,bear,2013-05-21,2013-08-19,62,-3.8052849533724253,0.52772237734343841,0.37096774193548387,-0.15675463540795453,0.049540900023985479,104.26995039181548,192.45821855965883,248.47657933564432,60.469879879121933,111.61341608316204,144.10047044945097,False,False,False,True,False,False,NaN
refined,VNQ,7,bull,2013-08-19,2015-01-26,361,2.2537638990343467,0.52772237734343841,0.56232686980609414,0.034604492462655734,0.0024104606239258655,297.24646503258009,548.64824350982633,708.34199664781988,1242.8048995361335,2293.9304764521567,2961.6194220665611,True,False,False,False,False,False,Calm_2015_or_2019
refined,VNQ,8,bear,2015-01-26,2015-09-04,155,-1.731516214986035,0.52772237734343841,0.47096774193548385,-0.056754635407954557,0.0064487982242438929,503.59383961164542,929.51778422332018,1200.0703382997558,464.54117021241331,857.43558648243118,1107.0073448890612,False,False,False,False,False,False,NaN
refined,VNQ,9,bull,2015-09-04,2016-08-01,227,1.9303163568602031,0.52772237734343841,0.55506607929515417,0.02734370195171576,0.0015037742386967597,405.20663972251378,747.91776285012827,965.61242605371092,1992.1423019922399,3677.0340555265016,4747.2997051288739,False,False,False,False,False,False,Calm_2015_or_2019
refined,VNQ,10,bear,2016-08-01,2018-02-08,384,-0.86994565322032236,0.52772237734343841,0.50520833333333337,-0.022514044010105039,0.0010155398313111234,1995.0293522667364,3682.3628827737944,4754.1795815830319,2949.8914579119155,5444.817541398249,7029.6277702163725,False,False,False,False,False,False,NaN
refined,VNQ,11,bull,2018-02-08,2020-02-21,511,1.4254059151354228,0.52772237734343841,0.5714285714285714,0.043706194085132988,0.0038496930590109432,743.11567326199099,1371.6197056039871,1770.8538255652361,778.17431874001124,1436.329858706199,1854.399010652457,False,False,False,False,False,False,Calm_2015_or_2019
refined,VNQ,12,bear,2020-02-21,2020-03-23,21,-6.6729900556929778,0.52772237734343841,0.2857142857142857,-0.24200809162915271,0.12020345165165527,33.907250855438896,62.584944860638061,80.801397483894618,24.922181787553832,46.000584937739433,59.389866945199465,False,False,False,False,False,False,COVID_2020
refined,VNQ,13,bull,2020-03-23,2021-12-31,449,1.748056134545654,0.52772237734343841,0.57238307349665929,0.04466069615322088,0.004020193722549921,494.10902332683088,912.01100649223247,1177.4679039721113,745.17112365765877,1375.4135917619978,1775.7519892393386,False,False,False,False,False,False,NaN
refined,VNQ,14,bear,2021-12-31,2022-10-14,198,-2.1175529719462003,0.52772237734343841,0.42424242424242425,-0.10347995310101415,0.021471519350344651,336.71694157834446,621.50161663557856,802.40062964789024,139.52120596002001,257.52388535200083,332.48075664617249,False,False,False,True,False,False,NaN
refined,VNQ,15,bull,2022-10-14,2023-02-02,75,2.8449982803810516,0.52772237734343841,0.54666666666666663,0.018944289323228225,0.00072117286223080668,186.53894583789454,344.30776146965411,444.52461136219432,4153.9725500586383,7667.2728233383878,9898.9678811025151,False,False,False,False,False,False,NaN
refined,VNQ,16,bear,2023-02-02,2023-10-25,183,-1.8402266867540804,0.52772237734343841,0.42622950819672129,-0.10149286914671712,0.020652206659750635,445.85217091346198,822.94001514837976,1062.4712287831289,145.05628008228359,267.7403523318311,345.670906628034,False,False,False,True,False,False,NaN
refined,VNQ,17,bull,2023-10-25,2024-11-27,275,1.9645322580565314,0.52772237734343841,0.57090909090909092,0.043186713565652513,0.0037584628124441161,391.21473659712046,722.09194496440421,932.26954813030943,797.06316732341861,1471.1943056091204,1899.4113700710377,False,False,False,False,False,False,NaN
refined,BWX,0,bull,2008-10-10,2009-12-01,287,1.8692410838840097,0.49584363064479892,0.53658536585365857,0.040741735208859653,0.0033221870478382862,432.11853900196473,797.59090620463633,1029.7438143516404,901.73498072701352,1664.3942703675784,2148.8455939260593,False,False,False,False,False,False,NaN
refined,BWX,1,bear,2009-12-01,2010-06-07,128,-3.2244243135608772,0.49584363064479892,0.46875,-0.027093630644798916,0.0014693924259340171,145.2209120866128,268.04422494471754,346.06322672726839,2038.7557610076547,3763.0717226520683,4858.3801535574903,False,False,False,False,False,False,NaN
refined,BWX,2,bull,2010-06-07,2012-10-17,598,1.0865581000996205,0.49584363064479892,0.53511705685618727,0.039273426211388351,0.0030868504016931114,1278.8736144241193,2360.5049841314358,3047.5716150303238,970.48184515545586,1791.2850860795127,2312.6702207628578,False,False,False,False,False,False,NaN
refined,BWX,3,bear,2012-10-17,2013-07-05,177,-1.8820906649852698,0.49584363064479892,0.4519774011299435,-0.043866229514855415,0.0038555925090804979,426.23828264256434,786.73731262996125,1015.7310908362837,776.98363260603719,1434.1321274197908,1851.5615908923007,False,False,False,False,False,False,NaN
refined,BWX,4,bull,2013-07-05,2014-06-30,248,1.7102505119911351,0.49584363064479892,0.52822580645161288,0.032382175806813962,0.0020980700035865552,516.19533620643472,952.77723315089077,1230.0998602916334,1427.8514389095326,2635.4836006706719,3402.5876103952469,False,False,False,False,False,False,NaN
refined,BWX,5,bear,2014-06-30,2015-11-09,344,-1.6032738362086503,0.49584363064479892,0.44476744186046513,-0.051076188784333787,0.005230003630636651,587.37860548259391,1084.165088852963,1399.7304699658894,572.7973602169983,1057.2514816473126,1364.9831824450389,False,False,False,False,False,False,NaN
refined,BWX,6,bull,2015-11-09,2018-03-26,597,0.94376451545412754,0.49584363064479892,0.52428810720268004,0.028444476557881126,0.0016186514222426979,1695.1426308754037,3128.8413365201104,4039.5458214297455,1850.7581264181633,3416.0715590328937,4410.3794688879807,False,False,False,False,False,False,NaN
refined,BWX,7,bear,2018-03-26,2020-03-18,498,-0.75087784422015069,0.49584363064479892,0.47791164658634538,-0.017931984058453532,0.00064342247648715989,2677.9036956950999,4942.7910228320206,6381.4775742794245,4655.9335165124176,8593.7767012740787,11095.147062503942,False,False,False,False,False,False,COVID_2020
refined,BWX,8,bull,2020-03-18,2021-01-05,201,3.132301446665589,0.49584363064479892,0.57213930348258701,0.076295672837788098,0.011678502194530996,153.88859426566793,284.04276205875453,366.71842039070759,256.51682241896418,473.47074097402975,611.28275535955561,True,False,False,False,False,False,NaN
refined,BWX,9,bear,2021-01-05,2022-10-20,452,-2.5725281221283458,0.49584363064479892,0.42256637168141592,-0.073277258963382996,0.010787486261891868,228.14621732115938,421.10516396871384,543.6752530840173,277.7043882907908,512.57808846949047,661.77298646158704,True,True,False,True,False,False,NaN
refined,BWX,10,bull,2022-10-20,2024-09-18,479,0.86899504301074126,0.49584363064479892,0.5010438413361169,0.0052002106913179857,5.4085977619576162e-05,1999.3965407612359,3690.4237029296232,4764.5866456925814,55388.335487342651,102234.060118201,131991.08741563442,False,False,False,False,False,False,NaN
