ticker,phase_id,phase_type,start_date,end_date,T_days,ann_return,ann_vol,vol_pct,sharpe,q_ref,q_phase,delta_q,alpha,ADD_min_days,detectable_flag,pathology_class,episode_label,source_scale
SPY,0,bear,2000-03-24,2001-04-04,259,-0.31757745497679934,0.22512567096476427,0.46666666666666667,-1.4106674446136587,0.54115996258185217,0.45945945945945948,-0.081700503122392687,0.050000000000000003,758.72474264788514,False,neither,,MACRO
SPY,1,bull,2001-04-04,2001-05-21,32,1.3839678629345284,0.23333391260038103,0.5,5.9312761163216718,0.54115996258185217,0.625,0.083840037418147828,0.050000000000000003,42.917780131760324,False,location,,MACRO
SPY,2,bear,2001-05-21,2001-09-21,82,-0.94667946766427169,0.18834774819228786,0.23333333333333334,-5.0262319393263377,0.54115996258185217,0.41463414634146339,-0.12652581624038878,0.050000000000000003,59.765214628496445,True,location,,MACRO
SPY,3,bull,2001-09-21,2001-12-05,52,0.94694097255562848,0.19427032666909513,0.29999999999999999,4.8743469411495539,0.54115996258185217,0.51923076923076927,-0.021929193351082898,0.050000000000000003,63.5478203631288,False,location,,MACRO
SPY,4,bear,2001-12-05,2002-07-23,157,-0.62444680125130958,0.20935952645635772,0.40000000000000002,-2.982652912054037,0.54115996258185217,0.42038216560509556,-0.12077779697675661,0.050000000000000003,169.71807559559315,False,location,,MACRO
SPY,5,bull,2002-07-23,2002-08-22,22,2.218055328343767,0.40632230245526874,0.8666666666666667,5.4588569589727323,0.54115996258185217,0.63636363636363635,0.095203673781784182,0.050000000000000003,50.667573452277992,False,both,,MACRO
SPY,6,bear,2002-08-22,2002-10-09,33,-1.6499858907732063,0.29718624423364742,0.76666666666666672,-5.5520264574425919,0.54115996258185217,0.36363636363636365,-0.17752359894548853,0.050000000000000003,48.98131952658018,False,both,,MACRO
SPY,7,bull,2002-10-09,2002-11-27,35,1.3689408446424416,0.27958386437541566,0.73333333333333328,4.8963513960314771,0.54115996258185217,0.62857142857142856,0.087411465989576387,0.050000000000000003,62.977929463492629,False,location,,MACRO
SPY,8,bear,2002-11-27,2003-03-11,69,-0.57876276558295103,0.20365603579424651,0.33333333333333331,-2.8418640445681387,0.54115996258185217,0.37681159420289856,-0.16434836837895361,0.050000000000000003,186.95063298318831,False,location,,MACRO
SPY,9,bull,2003-03-11,2007-10-09,1154,0.16160089548990828,0.12150507906929604,0.033333333333333333,1.3299929248039501,0.54115996258185217,0.55372616984402079,0.012566207262168616,0.050000000000000003,853.56160883956534,True,neither,,MACRO
SPY,10,bear,2007-10-09,2008-10-27,265,-0.56353418111735243,0.30180672253844948,0.80000000000000004,-1.8672022159664103,0.54115996258185217,0.48301886792452831,-0.058141094657323866,0.050000000000000003,433.06274700950337,False,neither,GFC_2008,MACRO
SPY,11,bull,2008-10-27,2008-11-04,6,7.1728188320430686,0.62969589184756602,0.96666666666666667,11.39092524646712,0.54115996258185217,0.66666666666666663,0.12550670408481446,0.050000000000000003,11.636316655098002,False,both,,MACRO
SPY,12,bear,2008-11-04,2008-11-20,12,-5.9599411316161754,0.61779892559242422,0.93333333333333335,-9.6470564850869973,0.54115996258185217,0.25,-0.29115996258185217,0.050000000000000003,16.223475296592873,False,both,GFC_2008,MACRO
SPY,13,bull,2008-11-20,2009-01-06,30,1.8478534279915624,0.48361824376347251,0.90000000000000002,3.8208927223500453,0.54115996258185217,0.59999999999999998,0.058840037418147806,0.050000000000000003,103.41983627970079,False,both,,MACRO
SPY,14,bear,2009-01-06,2009-03-09,42,-1.9085572668758717,0.37253309625688191,0.83333333333333337,-5.1231884792319695,0.54115996258185217,0.40476190476190477,-0.1363980578199474,0.050000000000000003,57.52450197190435,False,both,,MACRO
SPY,15,bull,2009-03-09,2010-04-23,284,0.54059663266752578,0.20974291262564373,0.43333333333333335,2.5774250290516418,0.54115996258185217,0.61971830985915488,0.078558347277302709,0.050000000000000003,227.28012075441202,True,location,,MACRO
SPY,16,bear,2010-04-23,2010-07-02,49,-0.88189302289825278,0.26975590835279972,0.69999999999999996,-3.2692259764886069,0.54115996258185217,0.38775510204081631,-0.15340486054103586,0.050000000000000003,141.26795309838241,False,location,,MACRO
SPY,17,bull,2010-07-02,2011-04-29,208,0.37138248781441202,0.14080774644119259,0.16666666666666666,2.6375146055584193,0.54115996258185217,0.61057692307692313,0.069416960495070956,0.050000000000000003,217.04200268224125,False,location,,MACRO
SPY,18,bear,2011-04-29,2011-10-03,108,-0.48653074423860759,0.26921703543310271,0.66666666666666663,-1.8072063807399914,0.54115996258185217,0.48148148148148145,-0.059678481100370717,0.050000000000000003,462.29376067767311,False,neither,,MACRO
SPY,19,bull,2011-10-03,2018-09-20,1753,0.16104368342644867,0.12845094218819203,0.066666666666666666,1.2537368794890222,0.54115996258185217,0.553907586993725,0.012747624411872827,0.050000000000000003,960.55167223337094,True,neither,,MACRO
SPY,20,bear,2018-09-20,2018-12-24,65,-0.85135884031772968,0.20525063127315721,0.36666666666666664,-4.1478987666776099,0.54115996258185217,0.40000000000000002,-0.14115996258185215,0.050000000000000003,87.756084499161403,False,location,,MACRO
SPY,21,bull,2018-12-24,2020-02-19,289,0.34132276508171727,0.13118675093343565,0.10000000000000001,2.60180820588281,0.54115996258185217,0.58823529411764708,0.047075331535794906,0.050000000000000003,223.04011300388913,True,location,Calm_2015_or_2019,MACRO
SPY,22,bear,2020-02-19,2020-03-23,23,-4.5932578638960582,0.76677238503023482,1,-5.9903798748763499,0.54115996258185217,0.2608695652173913,-0.28029039736446087,0.050000000000000003,42.075066132431338,False,both,COVID_2020,MACRO
SPY,23,bull,2020-03-23,2022-01-03,450,0.44127205161663569,0.19154806224144025,0.26666666666666666,2.3037145166231245,0.54115996258185217,0.59111111111111114,0.049951148529258971,0.050000000000000003,284.49603409432746,True,location,,MACRO
SPY,24,bear,2022-01-03,2022-06-16,114,-0.57526227685040121,0.24923840091101726,0.56666666666666665,-2.308080435228681,0.54115996258185217,0.43859649122807015,-0.10256347135378202,0.050000000000000003,283.42075807140299,False,location,,MACRO
SPY,25,bull,2022-06-16,2022-08-16,41,0.99058269422367617,0.18604686853112468,0.20000000000000001,5.3243717674181488,0.54115996258185217,0.58536585365853655,0.044205891076684378,0.050000000000000003,53.25946392368715,False,location,,MACRO
SPY,26,bear,2022-08-16,2022-10-12,40,-1.1417168421234722,0.24108694334424322,0.53333333333333333,-4.7357058258158657,0.54115996258185217,0.32500000000000001,-0.21615996258185216,0.050000000000000003,67.323099266801407,False,location,,MACRO
SPY,27,bull,2022-10-12,2025-02-19,589,0.24501318403083053,0.13987691111891634,0.13333333333333333,1.7516342194783856,0.54115996258185217,0.57045840407470294,0.029298441492850769,0.050000000000000003,492.09243982919065,True,neither,,MACRO
SPY,28,bear,2025-02-19,2025-04-08,34,-1.5322419481825462,0.26725828552677122,0.6333333333333333,-5.7331878230172277,0.54115996258185217,0.41176470588235292,-0.12939525669949925,0.050000000000000003,45.934732864269684,False,location,,MACRO
SPY,29,bull,2025-04-08,2025-07-03,59,0.99632997875292284,0.25668843815232761,0.59999999999999998,3.8814758698312186,0.54115996258185217,0.69491525423728817,0.153755291655436,0.050000000000000003,100.2166205023604,False,location,,MACRO
PFF,0,bull,2009-03-06,2011-05-19,556,0.52365494338292895,0.22495049352998409,0.8571428571428571,2.3278675017137935,0.55870997047467641,0.63848920863309355,0.079779238158417143,0.050000000000000003,278.62303580491789,True,both,,MESO_SPLIT
PFF,1,bear,2011-05-19,2011-08-08,55,-0.75732488943617093,0.22684541390464708,1,-3.3385065027345333,0.55870997047467641,0.43636363636363634,-0.12234633411104007,0.050000000000000003,135.46561769947425,False,both,,MESO_SPLIT
PFF,2,bull,2011-08-08,2013-05-08,439,0.17686361689331537,0.089325375669557144,0.14285714285714285,1.9799929814747144,0.55870997047467641,0.62642369020501143,0.06771371973033502,0.050000000000000003,385.12900976469376,True,neither,,MESO_SPLIT
PFF,3,bear,2013-05-08,2020-03-18,1727,-0.013923493058017322,0.10956327319515584,0.2857142857142857,-0.12708175515363232,0.55870997047467641,0.55761436016213084,-0.0010956103125455696,0.050000000000000003,93490.423257194416,False,neither,COVID_2020,MACRO
PFF,4,bull,2020-03-18,2021-12-31,452,0.29382071368614415,0.15426889668231791,0.7142857142857143,1.9046011218398859,0.55870997047467641,0.55752212389380529,-0.0011878465808711214,0.050000000000000003,416.22241334369374,True,neither,,MACRO
