episode_id,ticker,phase_id,sigma_oracle,oracle_contaminated,detector,detector_family,delta,lambda,FPR_H,FPR_H_ci_low,FPR_H_ci_high,ARL0,arl0_available,arl0_right_censored,arl0_censored_frac,tau_realized_days,alarm_date,T_days_phase,lambda_grid_rescaled
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0030164084613567132,1,0.99980795688764112,1,2.0646,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0032072180841171286,1,0.99980795688764112,1,2.0646,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0034100977937389218,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.003625811110398558,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0038551698524385857,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0040990371915754983,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0043583309013715665,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0046340268111959701,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0049271624786739196,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0052388410944447378,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0055702356339240346,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0059225932716948874,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0062972400751411242,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0066955859949868078,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0071191301715234044,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0075694665764941341,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.008048290011868256,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0085574024880812009,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0090987200057443748,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.0096742797663471741,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.010286247839087943,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.010936927312687391,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.011628766962863062,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.012364370468084192,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.013146506208289617,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.013978117683445385,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.014862334591151338,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.015802484604986379,1,0.99980795688764112,1,2.0748000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.01680210589791914,1,0.99980795688764112,1,2.0794000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.017864960457914796,1,0.99980795688764112,1,2.0840000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.018995048245850271,1,0.99980795688764112,1,2.0842000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.020196622249019715,1,0.99980795688764112,1,2.0842000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.021474204486883069,1,0.99980795688764112,1,2.0842000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.022832603029293741,1,0.99980795688764112,1,2.0842000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.02427693009125214,1,0.99980795688764112,1,2.0878000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.025812621272283141,1,0.99980795688764112,1,2.0878000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.027445456012842952,1,0.99980795688764112,1,2.0903999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.029181579344741679,1,0.99980795688764112,1,2.0903999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.031027525017437101,1,0.99980795688764112,1,2.1000000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.032990240087233585,1,0.99980795688764112,1,2.1074000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.035077111061925549,1,0.99980795688764112,1,2.1196000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.037295991699278226,1,0.99980795688764112,1,2.1301999999999999,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.039655232563963388,1,0.99980795688764112,1,2.1347999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.042163712454184585,1,0.99980795688764112,1,2.1394000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.044830871816263468,1,0.99980795688764112,1,2.1472000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.047666748272940117,1,0.99980795688764112,1,2.1518000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.050682014399094838,1,0.99980795688764112,1,2.1587999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.053888017887057327,1,0.99980795688764112,1,2.1648000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.057296824252661784,1,0.99980795688764112,1,2.1648000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.060921262242768337,1,0.99980795688764112,1,2.1858,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.064774972115138385,1,0.99980795688764112,1,2.1924000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.068872456972360566,1,0.99980795688764112,1,2.2090000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.073229137343018405,1,0.99980795688764112,1,2.2122000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.077861409215511199,1,0.99980795688764112,1,2.2393999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.082786705742932967,1,0.99980795688764112,1,2.2576000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.088023562851231085,1,0.99980795688764112,1,2.262,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.093591688997554379,1,0.99980795688764112,1,2.2839999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.099512039341320885,1,0.99980795688764112,1,2.3109999999999999,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.10580689460714139,1,0.99980795688764112,1,2.3191999999999999,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.11249994493639259,1,0.99980795688764112,1,2.3365999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.11961637904300744,1,0.99980795688764112,1,2.3494000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.12718297900901382,1,0.99980795688764112,1,2.3769999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.13522822107657539,1,0.99980795688764112,1,2.4014000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.14378238281585715,1,0.99980795688764112,1,2.4441999999999999,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.15287765707203252,1,0.99980795688764112,1,2.4575999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.16254827312026174,1,0.99980795688764112,1,2.4994000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.17283062548459746,1,0.99980795688764112,1,2.5434000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.18376341090561768,1,0.99980795688764112,1,2.5754000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.1953877739722486,1,0.99980795688764112,1,2.6004,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.20774746196585456,1,0.99980795688764112,1,2.6295999999999999,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.22088898949933361,1,0.99980795688764112,1,2.6974,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.23486181357082556,1,0.99980795688764112,1,2.7502,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.24971851969083156,1,0.99980795688764112,1,2.8003999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.26551501978321806,1,0.99980795688764112,1,2.8488000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.28231076260488919,1,0.99980795688764112,1,2.919,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.30016895747602262,1,0.99980795688764112,1,2.9436,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.31915681216285935,0.99995000000000001,0.99971680214719039,0.99999117394476189,3.0106000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.33934578580829894,0.99995000000000001,0.99971680214719039,0.99999117394476189,3.0686,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.36081185786217951,0.99995000000000001,0.99971680214719039,0.99999117394476189,3.1738,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.38363581402334257,0.99990000000000001,0.99963541875749296,0.99997257653877059,3.2652000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.40790355026959829,0.99990000000000001,0.99963541875749296,0.99997257653877059,3.3967999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.43370639611978162,0.99985000000000002,0.99955902839532818,0.99994898610524663,3.488,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.4611414583444689,0.99975000000000003,0.9994148409683915,0.99989321194080583,3.5785999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.49031198641887958,0.99975000000000003,0.9994148409683915,0.99989321194080583,3.6918000000000002,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.52132776109331358,0.99965000000000004,0.99927764233111083,0.99983044898670903,3.8458000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.55430550754347629,0.99950000000000006,0.99907976712103486,0.99972838180971879,3.9988000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.58936933465554364,0.99914999999999998,0.99863906733558272,0.99946921602534933,4.1513999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.62665120209918568,0.99844999999999995,0.99780077046155669,0.9989077817597326,4.3676000000000004,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.6662914169463241,0.99809999999999999,0.99739332872919972,0.99861535792226841,4.5423999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.70843916170462129,0.99765000000000004,0.99687665808036052,0.99823220140990876,4.6787999999999998,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.75325305575289736,0.99670000000000003,0.99580414372554249,0.99740508064664013,4.9180000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.80090175229139415,0.99575000000000002,0.99474827462624971,0.99656131462784647,5.1318000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.85156457305345412,0.99444999999999995,0.99332114851765296,0.99538894004853518,5.3860000000000001,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.90543218316729812,0.99255000000000004,0.99125999721078628,0.99365082111922898,5.6159999999999997,True,False,0,1,2020-02-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,0.96270730870768517,0.99004999999999999,0.98857724027876692,0.99133453826681017,5.8625999999999996,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.0236054996378969,0.98729999999999996,0.98565183365349074,0.98876100112920429,6.1555999999999997,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.0883559410133139,0.98460000000000003,0.98279796548346987,0.98621590633203204,6.4538000000000002,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.157202315499481,0.98134999999999994,0.97938050057230408,0.98313461952342796,6.7324000000000002,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.2304037204506597,0.97540000000000004,0.97316012667586194,0.97745727873290733,7.1673999999999998,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.3082356430002358,0.96760000000000002,0.96505486734602686,0.96996553393529505,7.7442000000000002,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.3909909968326304,0.96009999999999995,0.95729786261140015,0.96272541931660705,8.1188000000000002,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.4789812245385263,0.95184999999999997,0.94879520095445613,0.95473124968490508,8.6433999999999997,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.5725374697020222,0.9415,0.93816183143694831,0.94466859449483886,9.2189999999999994,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.6720118231307692,0.92874999999999996,0.92510186111187853,0.9322334619192737,9.7200000000000006,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.7777786479191604,0.91379999999999995,0.90983035691682823,0.91761070820338353,10.4994,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,1.8902359883313415,0.89639999999999997,0.89210009966691595,0.90054764855360592,11.2372,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,2.0098070678062459,0.87755000000000005,0.87293420882440897,0.88202077942144896,11.992800000000001,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,2.1369418817222763,0.8569,0.85197826672228427,0.86168465290411389,12.973599999999999,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,2.2721188909158401,0.83184999999999998,0.82660300871160652,0.83696953227472082,14.033200000000001,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,2.4158468223271798,0.80374999999999996,0.79818753181194946,0.80919580199729235,15.231199999999999,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,2.5686665835500562,0.77390000000000003,0.76805031061762985,0.77964448816541998,16.457799999999999,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,2.7311532984905198,0.74155000000000004,0.73543666009860442,0.74757056387381504,17.787800000000001,True,False,0,2,2020-02-21,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,2.9039184717958113,0.70940000000000003,0.70306759897579985,0.7156519733687442,19.124199999999998,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,3.0876122901990186,0.67584999999999995,0.66932983371253063,0.6823026247248527,20.6938,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,3.2829260694404119,0.64115,0.63447568497807072,0.64777010125131029,22.5276,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,3.4905948559742157,0.60565000000000002,0.5988571469200562,0.61240227437030248,24.272600000000001,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,3.7114001932521505,0.56405000000000005,0.5571657936989316,0.57090960557837533,26.584599999999998,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,3.9461730629943523,0.52669999999999995,0.51977577577612866,0.53361396912167136,29.025200000000002,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,4.1957970125169552,0.4874,0.48047563873178029,0.49432920075465131,31.780999999999999,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,4.4612114798857236,0.44855,0.44166767357586018,0.45545208766040163,35.120399999999997,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,4.7434153294096566,0.40849999999999997,0.40170557855697286,0.41532956533258891,38.318199999999997,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,5.0434706107801173,0.36875000000000002,0.36208916267798785,0.37546124863900654,41.983199999999997,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,5.3625065560026526,0.33260000000000001,0.32610296479569761,0.33916133123832032,46.191000000000003,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,5.7017238291636287,0.29715000000000003,0.29085570384687059,0.30352220804381352,50.432000000000002,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,6.062399045025292,0.26019999999999999,0.25416578516327909,0.26632631871340834,55.936999999999998,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,6.445889573454612,0.22705,0.22129673242594677,0.23290810390909,61.476999999999997,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,6.85363864776697,0.193,0.18758955299475277,0.19852836147623565,68.209000000000003,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,7.2871807962094346,0.16514999999999999,0.16006822255950975,0.17036038871283704,75.189400000000006,True,False,0,3,2020-02-24,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,7.7481476170246317,0.13819999999999999,0.13348645827613248,0.14305250411997045,83.793599999999998,True,False,0,4,2020-02-25,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,8.2382739188291012,0.11360000000000001,0.10927610412613124,0.11807230679109983,93.218599999999995,True,False,0,4,2020-02-25,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,8.759404249414942,0.091450000000000004,0.087533159194739307,0.095523759232369249,103.7812,True,False,0,4,2020-02-25,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,9.3134998375452991,0.072900000000000006,0.069378401960874553,0.076585641265702525,115.4716,True,False,0,6,2020-02-27,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,9.9026459738685961,0.056649999999999999,0.053530429775805154,0.059939854851923553,128.46180000000001,True,False,0,6,2020-02-27,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,10.529059858728843,0.044049999999999999,0.041292474136132122,0.046982649978028028,144.05439999999999,True,False,0,6,2020-02-27,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,11.195098946406727,0.0327,0.030323466503134208,0.035256016989676495,160.00700000000001,True,False,0,6,2020-02-27,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,11.903269817194102,0.0247,0.02263845831649728,0.026944097866111162,178.8458,True,False,0,13,2020-03-09,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,12.656237610691365,0.01695,0.015251520518833089,0.018834012332016922,199.78800000000001,True,False,0,13,2020-03-09,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,13.456836055829003,0.01055,0.0092250116708700505,0.012062979331818156,221.76939999999999,True,False,0,13,2020-03-09,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,14.30807813536043,0.0067000000000000002,0.0056602558095302158,0.0079292139251231526,248.19200000000001,True,False,0,16,2020-03-12,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,15.213167424961057,0.0040499999999999998,0.0032599777222273077,0.0050305098409215623,275.46640000000002,True,False,0,16,2020-03-12,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,16.175510149607252,0.0025500000000000002,0.0019401330159179791,0.0033509306765679694,308.35719999999998,True,False,0,16,2020-03-12,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,17.19872800260837,0.0015,0.001050942271929966,0.0021405247110919353,343.68579999999997,True,False,0,22,2020-03-20,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,18.286671775535151,0.00064999999999999997,0.00037991439622023058,0.0011118790600926809,383.06020000000001,True,False,0,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,19.443435850339526,0.00055000000000000003,0.00030714538348638472,0.00098468648144899875,429.5926,True,False,0,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,20.673373608205694,0.00029999999999999997,0.00013749783670401319,0.00065443004978754942,483.81380000000001,True,False,0,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,21.981113813122313,0.0001,2.742346122944835e-05,0.00036458124250705794,545.29240000000004,True,False,0,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,23.37157803183398,0,0,0.00019204311235897808,606.0548,True,False,0,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,24.849999155730458,0,0,0.00019204311235897808,680.45540000000005,True,False,0,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,26.421941094379207,0,0,0.00019204311235897808,766.36879999999996,True,False,0.00040000000000000002,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,28.093319714816047,0,0,0.00019204311235897808,861.63080000000002,True,False,0.00040000000000000002,NaN,NaN,23,False
E1,SPY,22,V1,False,D1,standardized_mean,0,29.870425105397196,0,0,0.00019204311235897808,958.21460000000002,True,False,0.0018,NaN,NaN,23,False
