ticker,phase_id,start_date,end_date,T_days_before,T_days_after,r_boundary,sharpe_before,sharpe_after,ADD_min_before,ADD_min_after,q_phase_before,q_phase_after,kl_sign_before,kl_sign_after,detectable_before,detectable_after,flipped
PFF,3,2013-05-08,2020-03-18,1728,1727,0.0024408466058063317,-0.12379050148245579,-0.12708175515363232,98527.823680089859,93490.423257194416,0.55787037037037035,0.55761436016213084,1.4293769181242645e-06,2.4338651962727345e-06,False,False,False
PFF,4,2020-03-18,2021-12-31,453,452,-0.18583434620279932,0.9131549362987349,1.9046011218398859,1810.6920397160688,416.22241334369374,0.55629139072847678,0.55752212389380529,1.1858105904189505e-05,2.860873839126421e-06,False,True,True
PFF,5,2021-12-31,2022-10-21,204,203,0.0025396621944272753,-2.1589668070813004,-2.1887904874229731,323.92286421138613,315.15568776873323,0.43627450980392157,0.43349753694581283,0.030120333554077894,0.031502911501781125,False,False,False
PFF,6,2022-10-21,2024-10-16,499,498,-0.0039874933621997007,1.0018110127584514,1.0211895696458859,1504.3951740971611,1447.8407439143502,0.54509018036072143,0.54618473895582331,0.00037542007262728917,0.00031755210612769737,False,False,False
VNQ,0,2007-02-07,2008-01-18,240,239,0.020405796116167739,-1.494099059505368,-1.5846157929747569,676.35507000380153,601.29220619102205,0.44583333333333336,0.44351464435146443,0.013431697010349949,0.014204325219006983,False,False,False
VNQ,1,2008-01-18,2008-05-15,82,81,-0.01135111621129216,1.9741883685122485,2.09640390193417,387.39709256990767,343.54498714795238,0.45121951219512196,0.4567901234567901,0.01172087577537613,0.010074717664281571,False,False,False
VNQ,2,2008-05-15,2009-03-06,204,203,0.011466420032987852,-1.5949931711181555,-1.6158714657791704,593.49337942130933,578.2556844912317,0.46078431372549017,0.45812807881773399,0.0089714015930266594,0.0096979769435657642,False,False,False
VNQ,3,2009-03-06,2010-05-03,292,291,-0.028866471101670146,1.6602404945713263,1.7139635724561204,547.76153229398903,513.96122991138145,0.55136986301369861,0.5532646048109966,0.0011242508769429421,0.0013118959060543361,False,False,False
VNQ,4,2010-05-03,2010-07-06,45,44,0.033304857344474012,-2.1350842774120271,-2.6950279047109373,331.21003740883293,207.87726871921635,0.40000000000000002,0.38636363636363635,0.032775276236684109,0.040206951152114881,False,False,False
VNQ,5,2010-07-06,2013-05-21,725,724,-0.022696574504415638,1.0910856290295003,1.1312064522330219,1268.2821010497062,1179.9124601349995,0.56000000000000005,0.56077348066298338,0.0020966072062068991,0.0021984966296921052,False,False,False
VNQ,6,2013-05-21,2013-08-19,63,62,0.0056454022587911429,-3.6531755106341479,-3.8052849533724253,113.13382204266215,104.26995039181548,0.38095238095238093,0.37096774193548387,0.043372854089520713,0.049540900023985479,False,False,False
VNQ,7,2013-08-19,2015-01-26,362,361,-0.012830997800737112,2.1691422489399952,2.2537638990343467,320.89094929498771,297.24646503258009,0.56077348066298338,0.56232686980609414,0.0021984966296921052,0.0024104606239258655,True,True,False
VNQ,8,2015-01-26,2015-09-04,156,155,0.0083842441005198866,-1.6457727361065866,-1.731516214986035,557.43445326876758,503.59383961164542,0.47435897435897434,0.47096774193548385,0.005701168869439853,0.0064487982242438929,False,False,False
VNQ,9,2015-09-04,2016-08-01,228,227,-0.019489696713011449,1.7778614794023198,1.9303163568602031,477.68069945754723,405.20663972251378,0.55263157894736847,0.55506607929515417,0.0012475892789161266,0.0015037742386967597,False,False,False
VNQ,10,2016-08-01,2018-02-08,385,384,0.0017294254162854793,-0.86023350245880514,-0.86994565322032236,2040.3319468361715,1995.0293522667364,0.50649350649350644,0.50520833333333337,0.00090296047740770838,0.0010155398313111234,False,False,False
VNQ,11,2018-02-08,2020-02-21,512,511,-0.028739066022673142,1.3068190730357647,1.4254059151354228,884.10247398451304,743.11567326199099,0.5703125,0.5714285714285714,0.0036550495653120962,0.0038496930590109432,False,False,False
VNQ,12,2020-02-21,2020-03-23,22,21,0.0042269624516591249,-6.4404585085089918,-6.6729900556929778,36.399880778655515,33.907250855438896,0.31818181818181818,0.2857142857142857,0.089377675684359004,0.12020345165165527,False,False,False
VNQ,13,2020-03-23,2021-12-31,450,449,-0.045009256617410648,1.6259065838843212,1.748056134545654,571.13970812807293,494.10902332683088,0.57111111111111112,0.57238307349665929,0.0037938103239018237,0.004020193722549921,False,False,False
VNQ,14,2021-12-31,2022-10-14,199,198,0.0024176182480350611,-2.0989704912789291,-2.1175529719462003,342.70533759725265,336.71694157834446,0.42713567839195982,0.42424242424242425,0.020283936791930454,0.021471519350344651,False,False,False
VNQ,15,2022-10-14,2023-02-02,76,75,-0.025160831499299485,2.4581707262376433,2.8449982803810516,249.86731481129181,186.53894583789454,0.53947368421052633,0.54666666666666663,0.00027730547399695826,0.00072117286223080668,False,False,False
VNQ,16,2023-02-02,2023-10-25,184,183,0.022449649239720211,-1.6487703101027842,-1.8402266867540804,555.40939003045992,445.85217091346198,0.42934782608695654,0.42622950819672129,0.019399006444624556,0.020652206659750635,False,False,False
VNQ,17,2023-10-25,2024-11-27,276,275,-0.019926271141795768,1.8423102885705529,1.9645322580565314,444.84424833433877,391.21473659712046,0.5688405797101449,0.57090909090909092,0.0034061176443251143,0.0037584628124441161,False,False,False
BWX,0,2008-10-10,2009-12-01,288,287,-0.10760499835991257,1.0299961242888582,1.8692410838840097,1423.1882633000735,432.11853900196473,0.53472222222222221,0.53658536585365857,0.0030250460725366538,0.0033221870478382862,False,False,False
BWX,1,2009-12-01,2010-06-07,129,128,0.0077824240414321455,-3.0030359024246982,-3.2244243135608772,167.42198465970634,145.2209120866128,0.47286821705426357,0.46875,0.0010564534386039819,0.0014693924259340171,False,False,False
BWX,2,2010-06-07,2012-10-17,599,598,-0.0067238421276498766,1.0509735417145323,1.0865581000996205,1366.9416267094562,1278.8736144241193,0.53422370617696158,0.53511705685618727,0.0029479072722424851,0.0030868504016931114,False,False,False
BWX,3,2012-10-17,2013-07-05,178,177,0.0021071365108857854,-1.8322271061154933,-1.8820906649852698,449.7538885677489,426.23828264256434,0.4550561797752809,0.4519774011299435,0.0033326741853932501,0.0038555925090804979,False,False,False
BWX,4,2013-07-05,2014-06-30,249,248,-0.013080891464369812,1.464755994267078,1.7102505119911351,703.72497890714419,516.19533620643472,0.52610441767068272,0.52822580645161288,0.0018320614782211461,0.0020980700035865552,False,False,False
BWX,5,2014-06-30,2015-11-09,345,344,0.001973862591831355,-1.5814778003903132,-1.6032738362086503,603.6807600392342,587.37860548259391,0.44637681159420289,0.44476744186046513,0.0049049883216936152,0.005230003630636651,False,False,False
BWX,6,2015-11-09,2018-03-26,598,597,-0.0017696509558567288,0.93231463936201664,0.94376451545412754,1737.0348323575358,1695.1426308754037,0.52341137123745818,0.52428810720268004,0.0015203716942151363,0.0016186514222426979,False,False,False
BWX,7,2018-03-26,2020-03-18,499,498,0.0040633944572566385,-0.72332539272721619,-0.75087784422015069,2885.7992194434628,2677.9036956950999,0.47895791583166331,0.47791164658634538,0.00057050944316459212,0.00064342247648715989,False,False,False
BWX,8,2020-03-18,2021-01-05,202,201,-0.054575842231258657,1.8178964797719053,3.132301446665589,456.87273084615441,153.88859426566793,0.56930693069306926,0.57213930348258701,0.010824743729960382,0.011678502194530996,False,True,True
BWX,9,2021-01-05,2022-10-20,453,452,0.0015891506483617075,-2.5593878203115699,-2.5725281221283458,230.4949086781443,228.14621732115938,0.42384105960264901,0.42256637168141592,0.010413990211735225,0.010787486261891868,True,True,False
BWX,10,2022-10-20,2024-09-18,480,479,-0.0048968016660758049,0.84288827296641367,0.86899504301074126,2125.1691921658708,1999.3965407612359,0.5,0.5010438413361169,3.4552006247270256e-05,5.4085977619576162e-05,False,False,False
