episode_id,ticker,phase_id,sigma_oracle,oracle_contaminated,detector,delta,lambda,FPR_H,FPR_H_ci_low,FPR_H_ci_high,ARL0,arl0_available,arl0_right_censored,arl0_censored_frac,tau_realized_days,alarm_date,T_days_phase
E1,SPY,22,V1,False,D1,0.0,0.0043583309013715665,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.00463402681119597,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.00492716247867392,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.005238841094444738,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.0055702356339240346,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.005922593271694887,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.006297240075141124,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.006695585994986808,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.007119130171523404,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.007569466576494134,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.008048290011868256,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.0085574024880812,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.009098720005744375,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.009674279766347174,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.010286247839087943,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.01093692731268739,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.011628766962863062,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.012364370468084192,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.013146506208289617,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.013978117683445385,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.014862334591151338,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.01580248460498638,1.0,0.9998079568876411,1.0,2.0758,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.01680210589791914,1.0,0.9998079568876411,1.0,2.0778,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.017864960457914796,1.0,0.9998079568876411,1.0,2.0836,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.01899504824585027,1.0,0.9998079568876411,1.0,2.0836,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.020196622249019715,1.0,0.9998079568876411,1.0,2.0836,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.02147420448688307,1.0,0.9998079568876411,1.0,2.0836,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.02283260302929374,1.0,0.9998079568876411,1.0,2.0836,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.02427693009125214,1.0,0.9998079568876411,1.0,2.0932,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.02581262127228314,1.0,0.9998079568876411,1.0,2.0932,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.027445456012842952,1.0,0.9998079568876411,1.0,2.097,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.02918157934474168,1.0,0.9998079568876411,1.0,2.097,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.0310275250174371,1.0,0.9998079568876411,1.0,2.1014,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.032990240087233585,1.0,0.9998079568876411,1.0,2.1088,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.03507711106192555,1.0,0.9998079568876411,1.0,2.1144,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.037295991699278226,1.0,0.9998079568876411,1.0,2.123,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.03965523256396339,1.0,0.9998079568876411,1.0,2.1356,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.042163712454184585,1.0,0.9998079568876411,1.0,2.1406,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.04483087181626347,1.0,0.9998079568876411,1.0,2.1512,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.04766674827294012,1.0,0.9998079568876411,1.0,2.1544,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.05068201439909484,1.0,0.9998079568876411,1.0,2.1664,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.05388801788705733,1.0,0.9998079568876411,1.0,2.1682,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.057296824252661784,1.0,0.9998079568876411,1.0,2.1682,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.06092126224276834,1.0,0.9998079568876411,1.0,2.183,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.06477497211513839,1.0,0.9998079568876411,1.0,2.1922,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.06887245697236057,1.0,0.9998079568876411,1.0,2.2082,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.0732291373430184,1.0,0.9998079568876411,1.0,2.2104,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.0778614092155112,1.0,0.9998079568876411,1.0,2.2344,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.08278670574293297,1.0,0.9998079568876411,1.0,2.2628,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.08802356285123109,1.0,0.9998079568876411,1.0,2.2678,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.09359168899755438,1.0,0.9998079568876411,1.0,2.2922,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.09951203934132088,1.0,0.9998079568876411,1.0,2.3162,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.10580689460714139,1.0,0.9998079568876411,1.0,2.323,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.11249994493639259,1.0,0.9998079568876411,1.0,2.3472,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.11961637904300744,1.0,0.9998079568876411,1.0,2.3708,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.12718297900901382,1.0,0.9998079568876411,1.0,2.3942,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.1352282210765754,1.0,0.9998079568876411,1.0,2.4174,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.14378238281585715,1.0,0.9998079568876411,1.0,2.454,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.15287765707203252,1.0,0.9998079568876411,1.0,2.4736,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.16254827312026174,1.0,0.9998079568876411,1.0,2.5082,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.17283062548459746,1.0,0.9998079568876411,1.0,2.5444,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.18376341090561768,1.0,0.9998079568876411,1.0,2.5658,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.1953877739722486,1.0,0.9998079568876411,1.0,2.604,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.20774746196585456,1.0,0.9998079568876411,1.0,2.6458,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.2208889894993336,1.0,0.9998079568876411,1.0,2.7034,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.23486181357082556,1.0,0.9998079568876411,1.0,2.7662,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.24971851969083156,1.0,0.9998079568876411,1.0,2.8068,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.26551501978321806,0.99995,0.9997168021471904,0.9999911739447619,2.8668,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.2823107626048892,0.99995,0.9997168021471904,0.9999911739447619,2.9606,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.3001689574760226,0.9999,0.999635418757493,0.9999725765387706,2.9896,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.31915681216285935,0.9999,0.999635418757493,0.9999725765387706,3.0528,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.33934578580829894,0.99985,0.9995590283953282,0.9999489861052466,3.1032,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.3608118578621795,0.99985,0.9995590283953282,0.9999489861052466,3.2114,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.38363581402334257,0.99975,0.9994148409683915,0.9998932119408058,3.3006,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.4079035502695983,0.9997,0.9993455699502125,0.9998625021632961,3.4338,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.4337063961197816,0.9996,0.999210811487091,0.9997972990350401,3.517,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.4611414583444689,0.99955,0.9991448981407234,0.999763231585719,3.5834,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.4903119864188796,0.9994,0.9989514539724205,0.9996567333669553,3.7134,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.5213277610933136,0.9992,0.998700768420175,0.9995074957364458,3.8408,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.5543055075434763,0.99915,0.9986390673355827,0.9994692160253493,3.9926,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.5893693346555436,0.9989,0.9983349406457547,0.9992734387367337,4.1158,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.6266512020991857,0.9986,0.997977319859875,0.9990311747484807,4.3534,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.6662914169463241,0.9981,0.9973933287291997,0.9986153579222684,4.5358,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.7084391617046213,0.99755,0.9967627243729275,0.9981461735259644,4.6788,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.7532530557528974,0.99625,0.995302323441099,0.9970070737698847,4.911,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.8009017522913942,0.9953,0.9942523013851814,0.9961574607077157,5.1226,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.8515645730534541,0.9937,0.9925046254266013,0.9947057512042555,5.3104,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.9054321831672981,0.9921,0.9907750134587517,0.9932359777100647,5.5506,True,False,0.0,1.0,2020-02-20,23
E1,SPY,22,V1,False,D1,0.0,0.9627073087076852,0.98955,0.9880436405414414,0.9908683300472481,5.8416,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.023605499637897,0.9867,0.9850162687900863,0.9881967964443437,6.156,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.088355941013314,0.9837,0.9818498644317523,0.9853643530613517,6.4524,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.157202315499481,0.97935,0.9772850596852238,0.9812308285829578,6.8326,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.2304037204506597,0.973,0.9706611832131619,0.9751571440025465,7.3078,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.3082356430002358,0.9639,0.9612243264507522,0.9663974959496012,7.9282,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.3909909968326304,0.9568,0.9538934877964392,0.9595310616161096,8.3042,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.4789812245385263,0.94735,0.9441679463243409,0.9503602327030316,8.8228,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.5725374697020222,0.9377,0.9342654238873495,0.9409664615720915,9.421,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.6720118231307692,0.92655,0.9228519779603824,0.9300841900604641,9.9466,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.7777786479191604,0.9106,0.9065664038275683,0.9144758903685626,10.7356,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,1.8902359883313415,0.8948,0.8904717309001384,0.898976631858343,11.4834,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,2.009807067806246,0.87605,0.8714106731295415,0.8805448912456535,12.3244,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,2.1369418817222763,0.85525,0.8503053948678269,0.8600581585008421,13.3002,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,2.27211889091584,0.8298,0.8245283404023557,0.8349449879607324,14.3854,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,2.41584682232718,0.80355,0.7979854521229794,0.8089979585035074,15.5078,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,2.568666583550056,0.7728,0.7669405713726752,0.7785546499052217,16.793,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,2.73115329849052,0.7429,0.7367967586611357,0.7489099467948803,18.2088,True,False,0.0,2.0,2020-02-21,23
E1,SPY,22,V1,False,D1,0.0,2.9039184717958113,0.71135,0.70502975518466,0.7175890681917458,19.6664,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,3.0876122901990186,0.6801,0.6736014466033922,0.6865293794675362,21.3618,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,3.282926069440412,0.6455,0.6388428829549091,0.6521012324993944,23.193,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,3.4905948559742157,0.60925,0.6024674310364886,0.6159906075434609,25.219,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,3.7114001932521505,0.56415,0.557265953597186,0.5710094072714984,27.776,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,3.9461730629943523,0.524,0.5170743951915563,0.5309163867390506,30.334,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,4.195797012516955,0.48435,0.4774274187527451,0.4912785921966719,32.9768,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,4.461211479885724,0.44265,0.4357777538871009,0.4495442734578868,36.1026,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,4.743415329409657,0.40255,0.3957725840530079,0.409364845149591,39.1338,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,5.043470610780117,0.36485,0.35820484647711287,0.37154706277615784,43.02,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,5.362506556002653,0.3291,0.32262107012980273,0.33564457020600164,47.273,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,5.701723829163629,0.2944,0.2881232816017407,0.3007556865260613,51.4332,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,6.062399045025292,0.2585,0.2524790443482234,0.2646137124750461,56.4714,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,6.445889573454612,0.2248,0.2190675950027395,0.2306381055263029,62.0332,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,6.85363864776697,0.19285,0.18744119904404763,0.19837677303987447,69.184,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,7.287180796209435,0.16145,0.1564156268062729,0.16661440558510537,76.4706,True,False,0.0,3.0,2020-02-24,23
E1,SPY,22,V1,False,D1,0.0,7.748147617024632,0.1341,0.1294475104570821,0.1388930266925422,85.1118,True,False,0.0,4.0,2020-02-25,23
E1,SPY,22,V1,False,D1,0.0,8.238273918829101,0.1095,0.10524697945731189,0.1139030062134405,93.8322,True,False,0.0,4.0,2020-02-25,23
E1,SPY,22,V1,False,D1,0.0,8.759404249414942,0.0879,0.08405446912743143,0.09190381280577488,104.5378,True,False,0.0,4.0,2020-02-25,23
E1,SPY,22,V1,False,D1,0.0,9.313499837545299,0.0685,0.06508133754034279,0.07208439566562305,115.5836,True,False,0.0,6.0,2020-02-27,23
E1,SPY,22,V1,False,D1,0.0,9.902645973868596,0.0543,0.05124409237028091,0.057527094860075886,128.7602,True,False,0.0,6.0,2020-02-27,23
E1,SPY,22,V1,False,D1,0.0,10.529059858728843,0.0408,0.038145294813442546,0.04363107758094795,143.8214,True,False,0.0,6.0,2020-02-27,23
E1,SPY,22,V1,False,D1,0.0,11.195098946406727,0.0296,0.027339937875549475,0.03204073628455786,160.4446,True,False,0.0,6.0,2020-02-27,23
E1,SPY,22,V1,False,D1,0.0,11.903269817194102,0.0216,0.019675199847334127,0.023708547002570943,179.0342,True,False,0.0,13.0,2020-03-09,23
E1,SPY,22,V1,False,D1,0.0,12.656237610691365,0.0154,0.013784093667968107,0.017202034516530216,199.4512,True,False,0.0,13.0,2020-03-09,23
E1,SPY,22,V1,False,D1,0.0,13.456836055829003,0.0112,0.009832499853263411,0.012755241493378729,222.6314,True,False,0.0,13.0,2020-03-09,23
E1,SPY,22,V1,False,D1,0.0,14.30807813536043,0.00695,0.005889529261558529,0.00819984445153866,251.2446,True,False,0.0,16.0,2020-03-12,23
E1,SPY,22,V1,False,D1,0.0,15.213167424961057,0.0044,0.0035730429977803768,0.005417310135189844,278.6732,True,False,0.0,16.0,2020-03-12,23
E1,SPY,22,V1,False,D1,0.0,16.175510149607252,0.00255,0.001940133015917979,0.0033509306765679694,313.3332,True,False,0.0,16.0,2020-03-12,23
E1,SPY,22,V1,False,D1,0.0,17.19872800260837,0.00155,0.0010922182402673712,0.002199229538443294,349.379,True,False,0.0,22.0,2020-03-20,23
E1,SPY,22,V1,False,D1,0.0,18.28667177553515,0.00095,0.00060828594835179,0.001483392282093706,385.3268,True,False,0.0,,,23
E1,SPY,22,V1,False,D1,0.0,19.443435850339526,0.0006,0.0003432666330446416,0.001048546027579506,430.904,True,False,0.0,,,23
E1,SPY,22,V1,False,D1,0.0,20.673373608205694,0.00045,0.00023676841428105108,0.000855101859276804,485.7522,True,False,0.0,,,23
E1,SPY,22,V1,False,D1,0.0,21.981113813122313,0.0002,7.777749831242644e-05,0.000514188796801608,548.9222,True,False,0.0,,,23
E1,SPY,22,V1,False,D1,0.0,23.37157803183398,0.0001,2.742346122944835e-05,0.00036458124250705794,613.0764,True,False,0.0002,,,23
E1,SPY,22,V1,False,D1,0.0,24.84999915573046,0.0001,2.742346122944835e-05,0.00036458124250705794,692.5444,True,False,0.0004,,,23
E1,SPY,22,V1,False,D1,0.0,26.421941094379207,5e-05,8.82605523813606e-06,0.00028319785280960614,777.248,True,False,0.0008,,,23
E1,SPY,22,V1,False,D1,0.0,28.093319714816047,0.0,0.0,0.00019204311235897808,875.9336,True,False,0.0012,,,23
E1,SPY,22,V1,False,D1,0.0,29.870425105397196,0.0,0.0,0.00019204311235897808,986.2678,True,False,0.0028,,,23
E1,SPY,22,V1,False,D1,0.0,31.759945248001003,0.0,0.0,0.00019204311235897808,1122.9624,True,False,0.0064,,,23
E1,SPY,22,V1,False,D1,0.0,33.76899118766688,0.0,0.0,0.00019204311235897808,1265.4942,True,False,0.0102,,,23
E1,SPY,22,V1,False,D1,0.0,35.90512379439627,0.0,0.0,0.00019204311235897808,1411.6514,True,False,0.0158,,,23
E1,SPY,22,V1,False,D1,0.0,38.17638221783051,0.0,0.0,0.00019204311235897808,1560.6698,True,False,0.0252,,,23
E1,SPY,22,V1,False,D1,0.0,40.5913141418927,0.0,0.0,0.00019204311235897808,1745.4034,True,False,0.0426,,,23
E1,SPY,22,V1,False,D1,0.0,43.15900795325419,0.0,0.0,0.00019204311235897808,,True,True,0.061,,,23
E1,SPY,22,V1,False,D1,0.0,45.88912694468886,0.0,0.0,0.00019204311235897808,,True,True,0.0848,,,23
E1,SPY,22,V1,False,D1,0.0,48.79194568203671,0.0,0.0,0.00019204311235897808,,True,True,0.115,,,23
E1,SPY,22,V1,False,D1,0.0,51.878388671640536,0.0,0.0,0.00019204311235897808,,True,True,0.1512,,,23
E1,SPY,22,V1,False,D1,0.0,55.16007147377722,0.0,0.0,0.00019204311235897808,,True,True,0.1916,,,23
E1,SPY,22,V1,False,D1,0.0,58.649344416810614,0.0,0.0,0.00019204311235897808,,True,True,0.23,,,23
E1,SPY,22,V1,False,D1,0.0,62.359339076580234,0.0,0.0,0.00019204311235897808,,True,True,0.2796,,,23
E1,SPY,22,V1,False,D1,0.0,66.30401769594708,0.0,0.0,0.00019204311235897808,,True,True,0.3328,,,23
E1,SPY,22,V1,False,D1,0.0,70.4982257304827,0.0,0.0,0.00019204311235897808,,True,True,0.3914,,,23
E1,SPY,22,V1,False,D1,0.0,74.95774771805253,0.0,0.0,0.00019204311235897808,,True,True,0.4484,,,23
E1,SPY,22,V1,False,D1,0.0,79.6993666825541,0.0,0.0,0.00019204311235897808,,True,True,0.51,,,23
E1,SPY,22,V1,False,D1,0.0,84.7409272953705,0.0,0.0,0.00019204311235897808,,True,True,0.5654,,,23
