episode_id,ticker,phase_id,role,sigma_oracle,oracle_contaminated,oracle_certified,detector,delta,operating_point,lambda_star,FPR_H,ARL0,tau_realized_days,alarm_date,T_days_phase,alarm_within_T,ADD_min_census,detectable_flag_census,op_attainable,breakeven_exists
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.05,OP2b_ARL0_252,11.195098946406727,0.6804,252.0378,39.0,2009-05-04,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.05,OP3_breakeven,38.17638221783051,0.00425,,284.0,2010-04-23,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.1,OP1_isoFPR5_H,20.673373608205694,0.04595,,270.0,2010-04-05,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.1,OP2_ARL0_20,2.73115329849052,1.0,21.6936,3.0,2009-03-12,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.1,OP2b_ARL0_252,9.313499837545299,0.64715,270.8502,39.0,2009-05-04,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.1,OP3_breakeven,23.37157803183398,0.0222,,277.0,2010-04-14,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.15,OP1_isoFPR5_H,16.175510149607252,0.04515,,485.0,2011-02-08,284,False,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.15,OP2_ARL0_20,2.41584682232718,1.0,21.0308,1.0,2009-03-10,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.15,OP2b_ARL0_252,7.748147617024632,0.6433,275.4332,41.0,2009-05-06,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.15,OP3_breakeven,12.656237610691365,0.15285,1464.9188,278.0,2010-04-15,284,True,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.2,OP1_isoFPR5_H,13.456836055829003,0.0402,,,,284,False,227.280120754412,True,True,True
E2,SPY,15,POSITIVE CONTROL A,V1,False,True,D1,0.2,OP2_ARL0_20,2.1369418817222763,1.0,20.0012,1.0,2009-03-10,284,True,227.280120754412,True,True,True
