source,ticker,c,arm,n_onsets,lambda_star,FPR_achieved,FPR_count,iso_fpr_matched,qmle_n_non_converged,qmle_n_frozen,qmle_fallback_frac,DetRate,CI_low,CI_high,ADD,SEM,add_reliable,n_detected,deff,deff_clamped,deff_lags,n_eff,SEM_design,CI_low_design,CI_high_design
Synth_BTC,BTC,0.5,Concept,106,8.7900581054687503,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,76.311320754716988,3.8951495429808012,True,106,1,True,24,106,3.8951495429808012,0.96502724142652774,1
Synth_BTC,BTC,0.5,Eco,106,27.344736328124998,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,69.5,2.1717485199795727,True,106,1,True,24,106,2.1717485199795727,0.96502724142652774,1
Synth_BTC,BTC,0.59999999999999998,Concept,106,8.7900581054687503,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,61.198113207547166,2.8002955843613466,True,106,1,True,24,106,2.8002955843613466,0.96502724142652774,1
Synth_BTC,BTC,0.59999999999999998,Eco,106,27.344736328124998,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,57.264150943396224,1.5820561697494053,True,106,1,True,24,106,1.5820561697494053,0.96502724142652774,1
Synth_BTC,BTC,0.75,Concept,106,8.7900581054687503,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,46.462264150943398,1.5566423396195548,True,106,1,True,24,106,1.5566423396195548,0.96502724142652774,1
Synth_BTC,BTC,0.75,Eco,106,27.344736328124998,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,44.679245283018865,1.1208998039793443,True,106,1,True,24,106,1.1208998039793443,0.96502724142652774,1
Synth_BTC,BTC,1,Concept,106,8.7900581054687503,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,33.160377358490564,0.77601284800758463,True,106,1,True,24,106,0.77601284800758463,0.96502724142652774,1
Synth_BTC,BTC,1,Eco,106,27.344736328124998,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,33.773584905660378,0.69058704716828534,True,106,1,True,24,106,0.69058704716828534,0.96502724142652774,1
Synth_BTC,BTC,1.25,Concept,106,8.7900581054687503,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,27.584905660377359,0.53163837334093711,True,106,1,True,24,106,0.53163837334093711,0.96502724142652774,1
Synth_BTC,BTC,1.25,Eco,106,27.344736328124998,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,27.339622641509433,0.46137511591828767,True,106,1,True,24,106,0.46137511591828767,0.96502724142652774,1
Synth_BTC,BTC,1.5,Concept,106,8.7900581054687503,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,25.122641509433961,0.37846602334616719,True,106,1,True,24,106,0.37846602334616719,0.96502724142652774,1
Synth_BTC,BTC,1.5,Eco,106,27.344736328124998,0.04716981132075472,5,True,0,0,0,1,0.96502724142652774,1,23.216981132075471,0.32653087623223159,True,106,1,True,24,106,0.32653087623223159,0.96502724142652774,1
Synth_ETH,ETH,0.10000000000000001,Concept,72,5.6000156396611009,0.055555555555555552,4,True,0,0,0,0.59722222222222221,0.48180671684951565,0.70278888847895093,208.53488372093022,17.866046512754291,False,43,1,True,24,43,17.866046512754291,0.44856908206331325,0.72992901175389391
