xi,stream_index,skewness,q,q_hat_warmup,lb_sign_p,lb_ebin_p,fpr_half,fpr_oracle,fpr_qhat,m_units_half,sign_identity,min_h,degenerate_sign,degenerate_ebin,fs_m,fs_s,fs_q_oracle
0.5,16,-1.2131233834269439,0.58287500000000003,0.59999999999999998,0.12196932847208346,0.042195092174575975,1,0,0,97,True,0.0083933369928926704,False,False,-1.3475760776189629,1.6531130939443468,0.58186099999999996
1,17,0.027192652350575615,0.49675000000000002,0.46600000000000003,0.29250615634181748,0.15621757932492505,0,0,0,42,True,0.0083847609460286198,False,False,0.00084786314457791824,1.1837821058171558,0.499774
0.84999999999999998,17,-0.41341262516641625,0.52524999999999999,0.5,0.72833495221242295,0.38029049161497003,0,0,0,47,True,0.0084916210609092303,False,False,-0.29333850291300162,1.2098295592007686,0.52929400000000004
0.65000000000000002,17,-1.0070521956648006,0.55862500000000004,0.55600000000000005,0.097812651579169962,0.083906598376897845,0,0,0,71,True,0.0086055427279545533,False,False,-0.79834597969550514,1.3665569892860103,0.56369400000000003
0.5,17,-1.3351456313422607,0.57874999999999999,0.57099999999999995,0.98241962670144112,0.9711216751220052,1,0,0,107,True,0.0088071293975087936,False,False,-1.3475760776189629,1.6531130939443468,0.58186099999999996
1,18,0.057679517035073243,0.50149999999999995,0.496,0.24209040500318035,0.16163251979610549,0,0,0,49,True,0.0082130669015358388,False,False,0.00084786314457791824,1.1837821058171558,0.499774
0.84999999999999998,18,-0.38768703334186011,0.52837500000000004,0.53600000000000003,0.39238610778094812,0.50073453608355944,0,0,0,63,True,0.0084457471016773974,False,False,-0.29333850291300162,1.2098295592007686,0.52929400000000004
0.65000000000000002,18,-0.99030098622505891,0.5595,0.54900000000000004,0.79340810046455634,0.16102741709278856,1,0,0,82,True,0.0082667419109808422,False,False,-0.79834597969550514,1.3665569892860103,0.56369400000000003
0.5,18,-1.4717159869649206,0.58062499999999995,0.59299999999999997,0.43156230158213388,0.37402840612340632,1,0,0,91,True,0.0083712887477060353,False,False,-1.3475760776189629,1.6531130939443468,0.58186099999999996
1,19,-0.00012694158142862591,0.50324999999999998,0.501,0.73843707030215167,0.75273258391372488,0,0,0,47,True,0.0086387280566238497,False,False,0.00084786314457791824,1.1837821058171558,0.499774
