xi,xi_index,reference_value,n_streams,alarms,null_level,null_level_low,null_level_high,null_level_se,design_effect,fair_coin_exact_level,nominal_level
1,0,0.49967357998255779,20000,64,0.0032000000000000002,0.0025069551880816257,0.0040838518372639304,0.00039935948717915792,1,0.0036773861881254804,0.050000000000000003
0.84999999999999998,1,0.52960362394138338,20000,72,0.0035999999999999999,0.0028599057300619343,0.0045307476664387374,0.00042349970484051102,1,0.0036773861881254804,0.050000000000000003
0.65000000000000002,2,0.56428100868234865,20000,72,0.0035999999999999999,0.0028599057300619343,0.0045307476664387374,0.00042349970484051102,1,0.0036773861881254804,0.050000000000000003
0.5,3,0.58234793266181373,20000,68,0.0033999999999999998,0.002683086115651497,0.0043076440952716163,0.00041160903780164984,1,0.0036773861881254804,0.050000000000000003
