record_type,statistic,n_cells,n_streams,n_observations,rho_bar,rho_min,rho_max,design_effect,n_eff,pooled_rate,se_naive,se_deff,se_inflation,macro,point_value,ci_low,ci_high,bootstrap_mean,n_resample
design_effect,lb_sign,4,1000,4000,0.062389343580802538,-0.0065708468760794676,0.12936109900107426,1.1871680307424075,3369.3629683563495,0.052249999999999998,0.003518520196758859,0.0038336825209047401,1.0895724072967374,,NaN,NaN,NaN,NaN,NaN
design_effect,lb_ebin,4,1000,4000,0.0072051129184552603,-0.055205675202674422,0.086036914862647376,1.0216153387553657,3915.3679944480878,0.050000000000000003,0.0034460121880225555,0.0034830564376306002,1.0107498893175133,,NaN,NaN,NaN,NaN,NaN
design_effect,fpr_half,4,1000,4000,0.043504682856149224,-0.014657371200336441,0.12666330262201192,1.1305140485684477,3538.2134393333172,0.40200000000000002,0.0077523544810592865,0.008242740066562523,1.0632563418895971,,NaN,NaN,NaN,NaN,NaN
design_effect,fpr_oracle,4,1000,4000,0.069566731208538499,-0.0067555060813384938,0.44474285825124826,1.2087001936256154,3309.340083748647,0.0054999999999999997,0.0011693748329770057,0.0012856212393317587,1.0994090201674784,,NaN,NaN,NaN,NaN,NaN
design_effect,fpr_qhat,4,1000,4000,0.014202373757554622,-0.014704595242321823,0.069035646992200259,1.042607121272664,3836.536235353331,0.012500000000000001,0.0017566836653193996,0.0017937169267480198,1.0210813489985329,,NaN,NaN,NaN,NaN,NaN
extremum_envelope,lb_sign,4,1000,4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RTenLbSignMin,0.045999999999999999,0.033000000000000002,0.051999999999999998,0.042653000000000003,2000
extremum_envelope,lb_sign,4,1000,4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RTenLbSignMax,0.063,0.050999999999999997,0.079000000000000001,0.063879999999999992,2000
extremum_envelope,fpr_qhat,4,1000,4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RTenFprQhatMin,0.01,0.0040000000000000001,0.012999999999999999,0.0083930000000000012,2000
extremum_envelope,fpr_qhat,4,1000,4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RTenFprQhatMax,0.014999999999999999,0.012,0.024,0.017001000000000002,2000
