w,Gamma,alpha,beta,s_max,v_max,dmu_std_target,delta_P,delta_C,rho,budget,mon_len,warmup,n_calib,n_val,n_drift,lambda_star_Data,lambda_star_Concept,lambda_C_literal,lambda_iid_H,w_star_predicted,w_over_wstar_predicted,regime_predicted,w_delta_applied,w_over_wdelta_applied,regime_applied,FPR_Data_val,FPR_Concept_val,FPR_Concept_literal,n_alarm_Data_null,n_alarm_Concept_null,censored_Data,DetRate_Data,ADD_Data,MED_Data,SEM_Data,DetRate_Concept,ADD_Concept,MED_Concept,SEM_Concept,DetRate_Concept_literal,n_detected_Concept,realised_horizon_margin,horizon_cap_bound
213,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,0.2328593144517534,saturated,901.720029531921,0.23621522537385289,saturated,0.055,0.042500000000000003,1,22,17,0,1,488.77999999999997,457,10.992581982710728,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
354,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,0.38700562120150567,saturated,901.720029531921,0.39258305062133297,saturated,0.055,0.042500000000000003,1,22,17,0,1,572.83500000000004,533.5,10.915810516658347,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
588,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,0.64282289623300937,saturated,901.720029531921,0.65208710103204459,saturated,0.055,0.042500000000000003,1,22,17,0,1,709.60000000000002,678.5,11.023538269991851,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
978,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,1.0691850212855156,ramp,901.720029531921,1.0845938517165639,ramp,0.055,0.042500000000000003,1,22,17,0,1,933.54750000000001,905,11.958750400322689,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
1625,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,1.7765088543854426,ramp,901.720029531921,1.8021114611854974,ramp,0.055,0.042500000000000003,1,22,17,0,1,1263.0474999999999,1260.5,14.429377774761878,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
2700,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,2.9517377888250431,ramp,901.720029531921,2.9942775047389802,ramp,0.055,0.042500000000000003,1,22,17,0,1,1762.9425000000001,1712,19.491784092333116,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
4486,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,4.9042576743219053,ramp,901.720029531921,4.974936624540395,ramp,0.055,0.042500000000000003,1,22,17,0,1,2487.9650000000001,2432.5,27.19290269223891,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
7454,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,8.1489827695932853,ramp,901.720029531921,8.2664238964164287,ramp,0.055,0.042500000000000003,1,22,17,0,1,3562.8249999999998,3466,40.388322910295066,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
12386,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,13.540823797180364,ramp,901.720029531921,13.735970805072967,ramp,0.055,0.042500000000000003,1,22,17,0,1,5187.415,5048,62.624931833538845,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
20581,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,507.21751661170555,16.000000000000028,10,128.6318525456397,914.71539586676874,22.499894604373413,ramp,901.720029531921,22.824157527789982,ramp,0.055,0.042500000000000003,1,22,17,0,1,7725.0375000000004,7525.5,97.716434680923825,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
154,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,0.084179188793727946,saturated,1919.3600832622408,0.080235074878838714,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0,1,879.32749999999999,769.5,31.023181777961561,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
256,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,0.13993423591684645,saturated,1919.3600832622408,0.13337778681157605,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0,1,941.75250000000005,828.5,31.124627052098237,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
426,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,0.2328593144553773,saturated,1919.3600832622408,0.22194897336613825,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0,1,1038.2175,920,30.808374312902078,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
708,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,0.38700562120752852,saturated,1919.3600832622408,0.36887294165076501,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0,1,1202.645,1096,31.127720320775513,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
1177,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,0.64336951435206358,saturated,1919.3600832622408,0.61322521514541017,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0,1,1482.5825,1375,31.612624306172098,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
1955,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,1.0686384031931049,ramp,1919.3600832622408,1.0185686453774656,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0,1,1918.2249999999999,1810,32.536910190572385,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
3249,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,1.7759622363040397,ramp,1919.3600832622408,1.6927516771516038,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0,1,2586.8449999999998,2474.5,36.21356179087406,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
5399,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,2.95119117076193,ramp,1919.3600832622408,2.8129166835769497,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0,1,3577.4375,3409.5,49.98177076451239,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
8972,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,4.9042576743982282,ramp,1919.3600832622408,4.674474622161954,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0,1,5039.4224999999997,4831,84.043041604225621,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
14908,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,8.1489827697201065,ramp,1919.3600832622408,7.7671720538553739,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0,1,7178.6949999999997,6905,131.42006763764127,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
24772,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,13.540823797391097,ramp,1919.3600832622408,12.906384901938914,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0,1,10451.2225,10147.5,163.98297743120287,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
41162,7.9999999997588649,0.080000000000000002,0.87872564178299695,2.3766116087209559,5.648282738707211,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1079.6400468350105,16.000000000000028,10,128.6318525456397,1829.4307917050667,22.499894604723572,ramp,1919.3600832622408,21.445689299758175,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0,1,15341.172500000001,14836.5,254.79556571421813,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
223,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,0.084211287276425392,saturated,3102.8352017056022,0.07186975314622536,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,1388.889724310777,1193,42.022369252124882,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
371,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,0.1401003927334252,saturated,3102.8352017056022,0.11956806465134354,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,1475.5989974937343,1299,41.954891319468182,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
617,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,0.23299714910114111,saturated,3102.8352017056022,0.19885039323417508,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,1624.2305764411028,1403,43.415513438596861,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
1025,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,0.38706981819881625,saturated,3102.8352017056022,0.33034303576179819,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,1860.812030075188,1633,43.923063348310215,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
1703,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,0.64310234184642345,saturated,3102.8352017056022,0.54885286819740708,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,2274.0827067669175,2060,46.15026250278197,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
2830,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,1.0686903273196586,ramp,3102.8352017056022,0.91206906459111103,saturated,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,2907.4812030075186,2706,49.404356752940863,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
4703,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,1.7759896146234466,ramp,3102.8352017056022,1.5157105338416945,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,3885.3032581453635,3675,61.063132508265959,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
7815,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,2.9511713455841453,ramp,3102.8352017056022,2.5186642190033686,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,5299.3734335839599,5089,83.268598804393193,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
12986,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,4.9038913747608079,ramp,3102.8352017056022,4.1852045486855713,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,7411.9197994987471,7182,120.33051006899797,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
21579,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,8.1488581530851274,ramp,3102.8352017056022,6.9546071889793586,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,10580.290726817042,10233,169.35248121935061,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
35857,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,13.540646313321908,ramp,3102.8352017056022,11.55620510566907,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,15335.977443609023,14765,260.91286864314571,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
59582,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,1745.3448009594013,16.000000000000028,10,128.6318525456397,2648.1010706794877,22.49989649553353,ramp,3102.8352017056022,19.202437811472642,ramp,0.057500000000000002,0.042500000000000003,1,23,17,0.0025000000000000001,0.99750000000000005,22853.025062656641,21393,427.97032647545274,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
386,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,3583.3911736276436,16.000000000000028,10,128.6318525456397,4573.57697921,0.084397836038319907,saturated,6370.4731975602554,0.060592045210680602,saturated,0.047500000000000001,0.042500000000000003,1,19,17,0.0025000000000000001,0.99750000000000005,2972.5739348370926,2255,140.02114404310365,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
641,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,3583.3911736276436,16.000000000000028,10,128.6318525456397,4573.57697921,0.14015288316208047,saturated,6370.4731975602554,0.10062046886022348,saturated,0.047500000000000001,0.042500000000000003,1,19,17,0.0025000000000000001,0.99750000000000005,3113.9874686716794,2413,140.05636961972826,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
1066,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,3583.3911736276436,16.000000000000028,10,128.6318525456397,4573.57697921,0.23307796170168138,saturated,6370.4731975602554,0.16733450827612828,saturated,0.047500000000000001,0.042500000000000003,1,19,17,0.0025000000000000001,0.99750000000000005,3344.4812030075186,2629,143.05591686554359,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
1771,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,3583.3911736276436,16.000000000000028,10,128.6318525456397,4573.57697921,0.38722426845560765,saturated,6370.4731975602554,0.27800132660133509,saturated,0.047500000000000001,0.042500000000000003,1,19,17,0.0025000000000000001,0.99750000000000005,3783.7042606516293,3056,143.73992928842054,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
2942,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,3583.3911736276436,16.000000000000028,10,128.6318525456397,4573.57697921,0.64326019073766105,saturated,6370.4731975602554,0.46181812696845165,saturated,0.047500000000000001,0.042500000000000003,1,19,17,0.0025000000000000001,0.99750000000000005,4461.208020050125,3716,148.83566152378268,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
4889,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,2e5,200000,3000,400,400,400,3583.3911736276436,16.000000000000028,10,128.6318525456397,4573.57697921,1.0689663740708446,ramp,6370.4731975602554,0.76744691459849079,saturated,0.047500000000000001,0.042500000000000003,1,19,17,0.0025000000000000001,0.99750000000000005,5546.1604010025067,4864,158.28154556912784,0.035000000000000003,91482.71428571429,79650.5,16659.650213809044,1,14,4.7622272489612181,True
