w,Gamma,alpha,beta,s_max,v_max,dmu_std_target,delta_P,delta_C,rho,budget,mon_len,warmup,n_calib,n_val,n_drift,lambda_star_Data,lambda_star_Concept,lambda_C_literal,lambda_iid_H,w_star_predicted,w_over_wstar_predicted,regime_predicted,w_delta_applied,w_over_wdelta_applied,regime_applied,FPR_Data_val,FPR_Concept_val,FPR_Concept_literal,n_alarm_Data_null,n_alarm_Concept_null,censored_Data,DetRate_Data,ADD_Data,MED_Data,SEM_Data,DetRate_Concept,ADD_Concept,MED_Concept,SEM_Concept,DetRate_Concept_literal,n_detected_Concept,realised_horizon_margin,horizon_cap_bound
11733,1.9999999999999929,0.080000000000000002,0.73286140831609847,2.2634723117296285,5.1233069059666692,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,653.00070144914309,18.800000000000001,10,282.536301764813,1004.5735173859981,11.679583223068086,ramp,1160.8901359095878,10.106899556698263,ramp,0.025000000000000001,0.085000000000000006,1,10,34,0,1,5476.3924999999999,5396,46.739447187765492,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
19211,1.9999999999999929,0.080000000000000002,0.73286140831609847,2.2634723117296285,5.1233069059666692,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,653.00070144914309,18.800000000000001,10,282.536301764813,1004.5735173859981,19.123538165717292,ramp,1160.8901359095878,16.548508257370692,ramp,0.025000000000000001,0.085000000000000006,1,10,34,0,1,7996.3374999999996,7882.5,68.039495083461674,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
31454,1.9999999999999929,0.080000000000000002,0.73286140831609847,2.2634723117296285,5.1233069059666692,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,653.00070144914309,18.800000000000001,10,282.536301764813,1004.5735173859981,31.310799514052977,ramp,1160.8901359095878,27.094725872018,ramp,0.025000000000000001,0.085000000000000006,1,10,34,0,1,11854.217500000001,11591.5,103.39064465167095,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
51499,1.9999999999999929,0.080000000000000002,0.73286140831609847,2.2634723117296285,5.1233069059666692,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,653.00070144914309,18.800000000000001,10,282.536301764813,1004.5735173859981,51.264540731678458,ramp,1160.8901359095878,44.36164836532889,ramp,0.025000000000000001,0.085000000000000006,1,10,34,0,1,17894.3675,17666.5,167.3414248244141,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
84318,1.9999999999999929,0.080000000000000002,0.73286140831609847,2.2634723117296285,5.1233069059666692,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,653.00070144914309,18.800000000000001,10,282.536301764813,1004.5735173859981,83.934125816300593,ramp,1160.8901359095878,72.632196098328151,ramp,0.025000000000000001,0.085000000000000006,1,10,34,0,1,27257.067500000001,26571.5,274.1683759403586,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
138052,1.9999999999999929,0.080000000000000002,0.73286140831609847,2.2634723117296285,5.1233069059666692,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,653.00070144914309,18.800000000000001,10,282.536301764813,1004.5735173859981,137.42349127341646,ramp,1160.8901359095878,118.91909124702197,ramp,0.025000000000000001,0.085000000000000006,1,10,34,0,1,41993.237500000003,40980.5,422.75112462732551,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
226029,1.9999999999999929,0.080000000000000002,0.73286140831609847,2.2634723117296285,5.1233069059666692,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,653.00070144914309,18.800000000000001,10,282.536301764813,1004.5735173859981,224.99995877668596,ramp,1160.8901359095878,194.7031790591453,ramp,0.025000000000000001,0.085000000000000006,1,10,34,0,1,65537.820000000007,64210.5,656.74434635760804,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
170,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,0.084613020879166237,saturated,2329.4245202599977,0.072979398354158953,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,1002.1950000000001,927,23.41679061366246,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
278,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,0.1383671753200483,saturated,2329.4245202599977,0.11934278083797759,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,1064.0875000000001,982,23.109943440517867,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
454,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,0.22596653811259687,saturated,2329.4245202599977,0.19489792266345982,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,1165.0050000000001,1091,22.622329941175789,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
744,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,0.37030639725940984,saturated,2329.4245202599977,0.3193921904440839,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,1343.5450000000001,1283,22.62832622636985,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
1218,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,0.60622740841661449,saturated,2329.4245202599977,0.52287592467862121,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,1635.615,1556.5,23.135276787139244,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
1995,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,0.99295868619962724,saturated,2329.4245202599977,0.85643470421498302,saturated,0.035000000000000003,0.085000000000000006,1,14,34,0,1,2105.0700000000002,2039.5,24.219983883112839,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
3266,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,1.6255654481844524,ramp,2329.4245202599977,1.4020630295569598,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,2813.5075000000002,2743,29.235984579713374,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
5347,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,2.661328368475893,ramp,2329.4245202599977,2.295416723527576,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,3857.5225,3761.5,37.922228967441015,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
8754,3.9999999999416831,0.080000000000000002,0.84329230085937235,2.3105207325389308,5.3385060554922381,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,1310.3012926462486,18.800000000000001,10,282.536301764813,2009.1470347427119,4.3570728516248307,ramp,2329.4245202599977,3.7580097246606323,ramp,0.035000000000000003,0.085000000000000006,1,14,34,0,1,5344.1599999999999,5224.5,51.967361055162243,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
