w,Gamma,alpha,beta,s_max,v_max,dmu_std_target,delta_P,delta_C,rho,budget,mon_len,warmup,n_calib,n_val,n_drift,lambda_star_Data,lambda_star_Concept,lambda_C_literal,lambda_iid_H,w_star_predicted,w_over_wstar_predicted,regime_predicted,w_delta_applied,w_over_wdelta_applied,regime_applied,FPR_Data_val,FPR_Concept_val,FPR_Concept_literal,n_alarm_Data_null,n_alarm_Concept_null,censored_Data,DetRate_Data,ADD_Data,MED_Data,SEM_Data,DetRate_Concept,ADD_Concept,MED_Concept,SEM_Concept,DetRate_Concept_literal,n_detected_Concept,realised_horizon_margin,horizon_cap_bound
491,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,0.084415306831732317,saturated,8985.4495227149055,0.054643899424148899,saturated,0.040000000000000001,0.085000000000000006,1,16,34,0,1,6019.8024999999998,3231.5,2177.1982865787486,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
804,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,0.13822791587110544,saturated,8985.4495227149055,0.089477994169074773,saturated,0.040000000000000001,0.085000000000000006,1,16,34,0,1,6196.1475,3397,2176.7615288192983,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
1316,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,0.22625365334126216,saturated,8985.4495227149055,0.14645900538122189,saturated,0.040000000000000001,0.085000000000000006,1,16,34,0,1,6498.9624999999996,3704.5,2176.035589721494,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
2154,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,0.3703270283412452,saturated,8985.4495227149055,0.23972089482610331,saturated,0.040000000000000001,0.085000000000000006,1,16,34,0,1,6984.04,4273.5,2174.8990453558354,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
3527,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,0.6063804219868022,saturated,8985.4495227149055,0.39252348934617753,saturated,0.040000000000000001,0.085000000000000006,1,16,34,0,1,7798.3725000000004,5080.5,2173.16648037499,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
5774,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,0.99269650029821255,saturated,8985.4495227149055,0.64259445066198728,saturated,0.040000000000000001,0.085000000000000006,1,16,34,0,1,9105.3274999999994,6343,2170.2670375812368,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
9454,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,1.625381488364964,ramp,8985.4495227149055,1.0521454687492946,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,11228.465,8568.5,2165.7467190555053,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
15479,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,2.6612312310557726,ramp,8985.4495227149055,1.7226739698297369,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,14342.6625,11682.5,2160.339953028948,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
25343,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,4.3571020795042603,ramp,8985.4495227149055,2.8204487639637588,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,18896.505000000001,16005,2154.4528523199597,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
41494,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,7.1338670909896145,ramp,8985.4495227149055,4.6179103110094388,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,25706.7225,22192,2152.9089086334834,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
67937,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,11.680086965839914,ramp,8985.4495227149055,7.5607792162492942,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,35555.502500000002,31676,2162.7990393119298,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
111231,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,19.123419540123049,ramp,8985.4495227149055,12.379013394801438,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,50275.690000000002,45849,2204.4171051990106,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
182117,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,31.310514122758846,ramp,8985.4495227149055,20.267989880708196,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,72850.467499999999,66384,2346.5983216654204,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
298177,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,51.264160784451008,ramp,8985.4495227149055,33.184427695711705,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,107083.27,99321,2645.9444380392279,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
488199,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,83.933744154673889,ramp,8985.4495227149055,54.332173228044944,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,161315.4375,146571.5,3402.4900682811867,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
799318,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,137.42296176400532,ramp,8985.4495227149055,88.956929531388695,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,245272.76000000001,227286,5419.2347299377898,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
1308708,11.579999998279618,0.080000000000000002,0.88895175219637623,2.4199868128891513,5.8563361745573923,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,5054.3153565271341,18.800000000000001,10,282.536301764813,5816.4806648008253,224.99997428338642,ramp,8985.4495227149055,145.64747113559889,ramp,0.040000000000000001,0.085000000000000006,1,16,34,0,1,377933.17749999999,349544,7971.16793918647,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
848,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,0.084413931420559835,saturated,19733.430933662246,0.042972760431306468,saturated,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,8744.6992481203015,6467,490.61509053719391,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
1388,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,0.13816808586289747,saturated,19733.430933662246,0.070337489951242185,saturated,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,9054.1754385964905,6890,490.16522349237152,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
2272,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,0.22616562757961314,saturated,19733.430933662246,0.1151345656838777,saturated,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,9552.1954887218053,7333,489.74841884788896,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
3720,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,0.37030639726943704,saturated,19733.430933662246,0.18851258113733496,saturated,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,10423.012531328321,8290,488.27995314860237,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
6091,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,0.60632695316347873,saturated,19733.430933662246,0.30866401389986753,saturated,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,11876.969924812031,9738,491.19689793082387,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
9973,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,0.99275959676561709,saturated,19733.430933662246,0.50538601389318327,saturated,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,14222.984962406015,11950,510.75967628695525,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
16328,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,1.625366358767572,ramp,19733.430933662246,0.82742834000279719,saturated,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,17883.270676691729,15700,526.73253154586087,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
26734,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,2.6612288238175079,ramp,19733.430933662246,1.3547568129369658,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,23600.794486215538,21044,598.53719248762786,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
43770,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,4.3570728517428119,ramp,19733.430933662246,2.2180633538659009,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,31841.12531328321,28718,716.39784412746519,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
71664,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,7.1337735628808963,ramp,19733.430933662246,3.6316036598456916,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,43859.355889724313,40196,925.03266515473797,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
117335,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,11.680080947206827,ramp,19733.430933662246,5.9460009967067737,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,61194.50626566416,56111,1232.4476591940236,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
192110,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,19.123538166513857,ramp,19733.430933662246,9.735255903842317,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,87487.070175438595,80319,1781.5080406726606,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
314537,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,31.310500881165837,ramp,19733.430933662246,15.939296164837078,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,127162.33333333333,116783,2644.1766056242586,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
514986,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,51.264142554892018,ramp,19733.430933662246,26.097134438062255,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,187688.15288220553,170721,4039.0617666307694,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
843176,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,83.933727640874949,ramp,19733.430933662246,42.728302180928374,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,281336.26566416043,256283,6456.2095807340656,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
1380515,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,137.4229935554884,ramp,19733.430933662246,69.958184394840856,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,426787.33082706766,378001,10379.297602722794,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
2260290,19.999999999166857,0.080000000000000002,0.89896770043929963,2.4937663816651829,6.2188707663234588,2,0.5,0.10000000000000001,0.25,3e6,3000000,3000,400,400,400,11100.054900185014,18.800000000000001,10,282.536301764813,10045.735173441541,224.99995878605802,ramp,19733.430933662246,114.54115645669539,ramp,0.047500000000000001,0.085000000000000006,1,19,34,0.0025000000000000001,0.99750000000000005,652730.80952380947,589467,16217.968135886073,0.052499999999999998,1773481.6666666667,1782747,192319.95898262298,1,21,4.4242102419834062,True
