Gamma,FPR_raw,FPR_recalib
1.1739130434782608,0.29999999999999999,0.20000000000000001
6.4444444444444402,0.5,0.29999999999999999
11.888888888888962,0.69999999999999996,0.29999999999999999
17.333333333333339,0.69999999999999996,0.29999999999999999
22.777777777777651,0.80000000000000004,0.20000000000000001
28.222222222222214,0.80000000000000004,0.20000000000000001
33.666666666666899,0.80000000000000004,0.20000000000000001
39.111111111111377,0.80000000000000004,0.29999999999999999
44.555555555555131,0.80000000000000004,0.29999999999999999
49.999999999999396,0.80000000000000004,0.20000000000000001
59.999999999999659,0.80000000000000004,0.20000000000000001
75.555555555556765,0.80000000000000004,0.20000000000000001
91.111111111108841,0.80000000000000004,0.20000000000000001
106.6666666666668,0.80000000000000004,0.20000000000000001
122.22222222222229,0.80000000000000004,0.20000000000000001
137.77777777777555,0.80000000000000004,0.20000000000000001
153.3333333333353,0.80000000000000004,0.20000000000000001
168.88888888888508,0.80000000000000004,0.20000000000000001
184.44444444444062,0.80000000000000004,0.20000000000000001
199.99999999999488,0.80000000000000004,0.20000000000000001
