source,Gamma,horizon,N_streams,lambda_C,delta_C,alarms,FPR,CI_low,CI_high
garch,11.58,5000,5000,10,0.10000000000000001,386,0.077200000000000005,0.070122114225763019,0.084927054538977295
bernoulli_iid,1,5000,5000,10,0.10000000000000001,396,0.079200000000000007,0.072033667377681604,0.087012430579278488
