data_source,Ticker,q_hat_2020,lb_pvalue_2020,n_days_2020
yfinance,SPY,0.57707509881422925,0.2415320022428436,253
yfinance,PFF,0.5810276679841897,0.80410763865453982,253
yfinance,VNQ,0.54150197628458496,0.57193331701529171,253
yfinance,BWX,0.54150197628458496,0.075707373378721743,253
