data_source,ETF,Pipeline,AlarmRate,CI_low,CI_high,N_alarms,MedianDelay
yfinance,SPY,Data,0,0,0.096421830448576343,0,NaN
yfinance,SPY,Concept,0.055555555555555552,0.015369663767066846,0.18144974107611211,2,214
yfinance,PFF,Data,0.22222222222222221,0.11716192974839595,0.38085019827859085,8,133.5
yfinance,PFF,Concept,0,0,0.096421830448576343,0,NaN
yfinance,VNQ,Data,0,0,0.096421830448576343,0,NaN
yfinance,VNQ,Concept,0.1111111111111111,0.044065689087418342,0.2531512901503632,4,142
yfinance,BWX,Data,0.055555555555555552,0.015369663767066846,0.18144974107611211,2,233
yfinance,BWX,Concept,0,0,0.096421830448576343,0,NaN
