data_source,ETF,Pipeline,DetRate,ADD,SEM
firstrate,SPY,Data,0,NaN,0
firstrate,SPY,Concept,1,36.611111111111114,2.2524335262385562
firstrate,PFF,Data,0.30555555555555558,147.81818181818181,17.71995186830021
firstrate,PFF,Concept,1,64.583333333333329,6.2207250891612835
firstrate,VNQ,Data,0.16666666666666666,178.5,11.339459128782702
firstrate,VNQ,Concept,1,38.194444444444443,1.9979431663447194
firstrate,BWX,Data,0.19444444444444445,216.85714285714286,9.435062700547638
firstrate,BWX,Concept,1,46.222222222222221,3.2952854998578185
