gamma_lev,n_warmup,stream,omega_hat,alpha_hat,beta_hat,persistence_hat,converged,equals_initialiser,at_lower_bound,at_upper_bound,alarm_eco,alarm_ml
0,250,107,0.9113409868764677,0.018600420407172063,0.10796706659435179,0.12656748700152384,True,False,False,False,False,False
0,250,108,0.21436008470622941,0.13167968397527208,0.70334784019684538,0.83502752417211745,True,False,False,False,False,False
0,250,109,0.41598019230971006,0.15909744512326973,0.40883824520812762,0.56793569033139735,True,False,False,False,False,False
0,250,110,0.15575929764901625,0.11918884534179222,0.73415560547606906,0.85334445081786126,True,False,False,False,False,False
0,250,111,0.74779271532506719,0.08774896686156948,9.9999999999999995e-07,0.087749966861569481,True,False,True,False,False,False
0,250,112,0.6528477706454745,0.048639701019616649,0.13183572538576629,0.18047542640538294,True,False,False,False,False,False
0,250,113,0.42355454578176777,0.24909680590086444,0.20720873723592209,0.45630554313678651,True,False,False,False,False,False
0,250,114,0.82022349011990581,0.025556812259689848,9.9999999999999995e-07,0.025557812259689849,True,False,True,False,True,False
0,250,115,0.15536196189253321,0.062174628052383517,0.80698663295027562,0.86916126100265911,True,False,False,False,False,False
0,250,116,0.033704821817190894,0.029573211003734296,0.93551165825676308,0.96508486926049741,True,False,False,False,False,False
0,250,117,0.1509500191365688,0.097251642779276268,0.74559339796310098,0.84284504074237721,True,False,False,False,False,False
0,250,118,0.51046343542712735,1.0000000000010001e-06,0.45417072214629611,0.45417172214629609,True,False,True,False,False,False
0,250,119,0.80665320743506619,0.24238841972292835,0.011088758335208714,0.25347717805813708,True,False,False,False,False,False
0,250,120,0.17499215305611618,0.038121797825221515,0.75188166775379461,0.79000346557901613,True,False,False,False,False,False
0,250,121,0.79727792750010607,0.11044567974916873,1.0000000367707005e-06,0.11044667974920551,True,False,True,False,False,False
0,250,122,0.066258098434230112,0.10231391786722506,0.83806782508668476,0.94038174295390986,True,False,False,False,False,False
0,250,123,0.65199748374509248,0.13035989059267866,0.10824843218861958,0.23860832278129823,True,False,False,False,False,False
0,250,124,0.011724660612856163,0.037376348782506827,0.94995698145191376,0.9873333302344206,True,False,False,False,False,False
0,250,125,0.26103511859571116,0.045162971551941884,0.73276302074738153,0.77792599229932347,True,False,False,False,False,False
0,250,126,0.069365379161904758,0.028357698795327183,0.88401166916779728,0.91236936796312451,True,False,False,False,False,False
0,250,127,1.008733127567552,0.10747140195581734,1.0000000126533459e-06,0.10747240195582999,True,False,True,False,False,False
0,250,128,0.62480838750566747,0.065792077721414599,0.30425684461070585,0.37004892233212044,True,False,False,False,False,False
0,250,129,0.43866546954395702,0.0085701869352576201,0.61866146057951132,0.6272316475147689,True,False,False,False,False,False
0,250,130,0.1451977995974143,0.035439858653339505,0.8313823056081433,0.86682216426148284,True,False,False,False,False,False
0,250,131,0.76918052418005811,0.1785971350385957,0.14830229468143935,0.32689942972003505,True,False,False,False,False,False
0,250,132,0.86423216691499738,0.00068330793564274402,1.0000000000287557e-06,0.00068430793564277278,True,False,True,False,False,False
0,250,133,1.0527034803485416,0.069784504303545034,9.9999999999999995e-07,0.069785504303545035,True,False,True,False,False,False
0,250,134,0.20048135360542227,0.036498157656767324,0.79735372155602091,0.83385187921278825,True,False,False,False,False,False
0,250,135,0.29867470413917324,0.23640430004405524,0.46328582850274413,0.69969012854679935,True,False,False,False,False,False
0,250,136,0.056079021652418536,0.071278302044351108,0.87524651229752182,0.94652481434187297,True,False,False,False,False,False
0,250,137,0.85409906560630366,0.13815741611783722,9.9999999999999995e-07,0.13815841611783722,True,False,True,False,False,False
0,250,138,1.0601683095336818,0.018077735377292344,9.9999999999999995e-07,0.018078735377292345,True,False,True,False,False,False
0,250,139,0.097570005375497718,0.075155593737269932,0.82964133027083453,0.90479692400810441,True,False,False,False,False,False
0,250,140,0.63187962583183177,0.28769328912096143,1.0016419240907199e-06,0.2876942907628855,True,False,False,False,True,False
0,250,141,0.073802418315640439,0.011485074533283205,0.89680499284661308,0.90829006737989626,True,False,False,False,True,False
0,250,142,1.000942751417683,0.13326270947270469,1.0000468731393637e-06,0.13326370951957783,True,False,False,False,False,False
0,250,143,0.70071825680652855,0.16699527306844569,9.9999999999999995e-07,0.16699627306844569,True,False,True,False,True,False
0,250,144,0.51595990997757624,0.17842069938607436,0.43790540326052124,0.6163261026465956,True,False,False,False,False,False
0,250,145,0.88665700201569853,0.010206421861403657,9.9999999999999995e-07,0.010207421861403656,True,False,True,False,False,False
0,250,146,0.074321426531224213,0.041677484350430734,0.89927303400474812,0.94095051835517884,True,False,False,False,False,True
0,250,147,0.47142880181576197,0.16121158587893578,0.44087758418627865,0.60208917006521445,True,False,False,False,False,True
0,250,148,0.45410309568306123,0.1848641050754033,0.43969049627346757,0.62455460134887086,True,False,False,False,False,False
0,250,149,0.15230055738879905,0.091935850003666664,0.79054459007335875,0.88248044007702542,True,False,False,False,False,False
0,250,150,0.024273322145420113,0.063453593157137972,0.91383730297943178,0.97729089613656972,True,False,False,False,False,False
0,250,151,0.75184558487087205,0.17054535262382117,1.0000000002440755e-06,0.17054635262382142,True,False,True,False,False,False
0,250,152,0.24873785768818596,0.079093856134875407,0.67463079801299086,0.75372465414786627,True,False,False,False,False,False
0,250,153,0.55834062404946172,0.38283658390220349,0.21180046319107113,0.59463704709327458,True,False,False,False,False,False
0,250,154,0.74788161129036923,0.08487007518186393,1.0000006945615423e-06,0.084871075182558486,True,False,True,False,False,False
0,250,155,0.012622127513789041,0.026190057517526497,0.95747955411984742,0.98366961163737388,True,False,False,False,False,False
0,250,156,0.023767224556107979,0.031170242974947256,0.94346173617724249,0.9746319791521898,True,False,False,False,False,False
0,250,157,0.28924698431380153,0.18026833121711031,0.48378540302034395,0.66405373423745429,True,False,False,False,False,False
0,250,158,0.88234638567634782,1.0001235921236473e-06,1.000023919339732e-06,2.0001475114633793e-06,True,False,False,False,True,False
0,250,159,0.13480046776294893,0.035476680492440127,0.80704620020492479,0.84252288069736492,True,False,False,False,False,False
0,250,160,0.74899718098576662,1.0004150851755655e-06,1.0001017024530157e-06,2.0005167876285812e-06,True,False,False,False,False,False
0,250,161,0.11716348228656354,0.083765587816517412,0.74176059597392197,0.82552618379043941,True,False,False,False,True,False
0,250,162,0.34861007576449765,0.031924796471980675,0.60279195273768105,0.6347167492096617,True,False,False,False,False,True
0,250,163,0.53556080193734923,1.0000000051808844e-06,0.47994266193746854,0.47994366193747373,True,False,True,False,True,True
0,250,164,0.24284905422013858,0.063148182557022384,0.69458913766674379,0.75773732022376616,True,False,False,False,False,False
0,250,165,0.098477379015302902,0.10816105274585223,0.78831690053596915,0.89647795328182134,True,False,False,False,False,False
0,250,166,0.46848714727519869,0.007651224888872348,0.55753713213436595,0.56518835702323833,True,False,False,False,False,False
0,250,167,0.038430122219386624,0.045507218490986399,0.91462278460009738,0.96013000309108376,True,False,False,False,False,True
0,250,168,0.029868957249333729,0.028241754192971581,0.94347627866293005,0.97171803285590164,True,False,False,False,False,False
0,250,169,0.47928812929999487,1.0000000000010001e-06,0.47358692276132253,0.47358792276132256,True,False,True,False,False,False
0,250,170,0.57046420796964425,0.18530902821792117,0.13498722965741819,0.32029625787533933,True,False,False,False,False,False
0,250,171,0.53136289144330473,1.0000006223816194e-06,0.48098128539144031,0.48098228539206267,True,False,True,False,False,False
0,250,172,0.7945443049990647,0.065140488154307605,0.18304115888674105,0.24818164704104867,True,False,False,False,False,False
0,250,173,0.78715217523434511,0.17096281495642002,1.0000000001717797e-06,0.17096381495642018,True,False,True,False,False,False
0,250,174,0.97941425533849757,1.0000000000010001e-06,1.0000000000287557e-06,2.0000000000297558e-06,True,False,True,False,False,False
0,250,175,1.0502977058847274,1.00038417656656e-06,1.0000922664454848e-06,2.0004764430120447e-06,True,False,False,False,False,False
0,250,176,1.1329680651162162,0.12365084867840047,9.9999999999999995e-07,0.12365184867840047,True,False,True,False,False,True
0,250,177,0.5987123054500082,0.10989798126642956,0.35870717354888865,0.46860515481531823,True,False,False,False,False,False
0,250,178,0.12590154912379548,0.02984627596928233,0.84726490906691743,0.87711118503619978,True,False,False,False,False,False
0,250,179,0.041342969109079857,0.048140876619530003,0.91091361028548179,0.95905448690501183,True,False,False,False,False,False
0,250,180,0.74843547587262638,1.0000000000010001e-06,0.45633039379162293,0.45633139379162291,True,False,True,False,False,False
0,250,181,0.1221688655562905,0.041090548325495552,0.84156586392329502,0.88265641224879055,True,False,False,False,False,False
0,250,182,0.099243184484701152,0.027939523323273988,0.84048056124972315,0.86842008457299713,True,False,False,False,True,False
0,250,183,0.20916958843572861,0.072551851203220774,0.74997781491284776,0.82252966611606859,True,False,False,False,False,False
0,250,184,0.34426588616632392,0.074806505574865456,0.51861982500181281,0.59342633057667826,True,False,False,False,True,False
0,250,185,0.52425793752536332,0.15743686392755257,0.30803072463910997,0.46546758856666254,True,False,False,False,False,False
0,250,186,0.093686039404154278,0.060712462201159403,0.82112235142943302,0.88183481363059246,True,False,False,False,False,False
0,250,187,0.97228795449659111,1.0000000000010001e-06,1.0000000000287557e-06,2.0000000000297558e-06,True,False,True,False,False,False
0,250,188,0.36267589226608188,0.076583083405771246,0.55085599490470349,0.62743907831047474,True,False,False,False,False,False
0,250,189,0.42025999059634561,0.058754575689190687,0.44446829532742899,0.50322287101661967,True,False,False,False,False,False
0,250,190,0.57223760451401606,0.10043558918415105,0.37539583170194896,0.47583142088609998,True,False,False,False,False,True
0,250,191,0.78445593881969344,0.10913971679593923,9.9999999999999995e-07,0.10914071679593923,True,False,True,False,False,False
0,250,192,0.048442233805517737,0.12450653717896903,0.83610725909570827,0.96061379627467725,True,False,False,False,False,False
0,250,193,1.1595643832712952,0.057820608385342927,1.0000000000104856e-06,0.057821608385342935,True,False,True,False,True,False
0,250,194,0.028644489347365163,0.033221466392982062,0.93900115150531793,0.9722226178983,True,False,False,False,False,False
0,250,195,0.74460786204129625,0.12703350054246207,0.23850135298764719,0.36553485353010928,True,False,False,False,False,False
0,250,196,0.30092005792361409,0.12975637220358294,0.56650958998094725,0.69626596218453018,True,False,False,False,False,True
0,250,197,0.04800846840225674,0.011740784176811939,0.93447201148980119,0.94621279566661309,True,False,False,False,False,False
0,250,198,0.35039212241368506,0.015111784413158609,0.63359645370571238,0.64870823811887102,True,False,False,False,False,False
0,250,199,0.29052774756121447,0.12562899421070023,0.55898149036745648,0.68461048457815665,True,False,False,False,False,True
0,500,0,0.26399851483605069,0.055526031809266227,0.68073813730634147,0.73626416911560766,True,False,False,False,False,False
0,500,1,0.21692770328573513,0.10232098409585572,0.6692794877237056,0.77160047181956126,True,False,False,False,False,False
0,500,2,0.21279926708512467,0.10191789441856766,0.69872657948974792,0.80064447390831561,True,False,False,False,False,False
0,500,3,0.45962035483578628,0.046868428202186119,0.50712370054485212,0.55399212874703818,True,False,False,False,False,False
0,500,4,0.88672119497914093,1.0000000000010001e-06,1.0000000000287557e-06,2.0000000000297558e-06,True,False,True,False,False,False
0,500,5,0.51744285512974342,0.10205245014234732,0.40678161671079865,0.50883406685314592,True,False,False,False,False,False
0,500,6,0.065015869043360319,0.024892009584291951,0.9000071851438054,0.92489919472809734,True,False,False,False,False,True
0,500,7,1.0624342417665713,0.14549602863361347,1.0000007107509773e-06,0.1454970286343242,True,False,True,False,False,True
0,500,8,0.091144931780634278,0.04780855988971331,0.87110289383846562,0.91891145372817895,True,False,False,False,False,False
0,500,9,0.91248583416018358,1.0000000000010001e-06,1.0000000000287557e-06,2.0000000000297558e-06,True,False,True,False,True,False
0,500,10,0.19647018080573697,0.06066294194503314,0.77292398636211246,0.83358692830714565,True,False,False,False,False,False
0,500,11,0.12092594512446131,0.016061418896040007,0.87910453390837417,0.89516595280441413,True,False,False,False,False,False
0,500,12,0.23444248590803635,0.048667236726271497,0.73006016006434049,0.77872739679061198,True,False,False,False,False,False
0,500,13,0.29876649808873074,0.026237137228997238,0.66920005920272296,0.69543719643172019,True,False,False,False,False,False
0,500,14,0.67196731054855152,0.087163032489229755,0.16006240145023132,0.24722543393946106,True,False,False,False,False,False
0,500,15,0.25367709270813904,0.24774287128019368,0.56023047478377108,0.80797334606396476,True,False,False,False,False,False
0,500,16,0.22593044665887205,0.11759474142404718,0.66730321501240952,0.78489795643645666,True,False,False,False,False,True
0,500,17,0.32544060766752553,0.017024625433921973,0.66312239446502397,0.68014701989894599,True,False,False,False,False,False
0,500,18,0.24058299365490121,0.037167114115339163,0.73082641492739508,0.76799352904273421,True,False,False,False,False,True
0,500,19,0.035567499952633842,0.027431994664374029,0.9383974933225947,0.96582948798696877,True,False,False,False,False,False
0,500,20,0.13977875797783143,0.10943635292247919,0.77118125233020063,0.88061760525267985,True,False,False,False,False,False
0,500,21,0.15906676300636874,0.037142649721173787,0.80946290804914689,0.84660555777032065,True,False,False,False,False,False
0,500,22,0.45852736972860053,1.0000053685607635e-06,0.46725423636725189,0.46725523637262045,True,False,False,False,True,False
0,500,23,0.13795118766342904,0.067567030245055254,0.82164849709749865,0.88921552734255394,True,False,False,False,False,False
0,500,24,0.031588061406470691,0.019154566958332474,0.94318015964765889,0.9623347266059914,True,False,False,False,False,False
0,500,25,0.75172805745134696,0.082416478524180256,0.070504913984056797,0.15292139250823705,True,False,False,False,False,False
0,500,26,0.10646470481745064,0.051332473932004838,0.84051783758764942,0.89185031151965422,True,False,False,False,False,False
0,500,27,0.12413551831580776,0.059829506069815977,0.81135102507212209,0.87118053114193805,True,False,False,False,False,False
0,500,28,0.53898555696022665,0.10269932040950773,0.5253413263838248,0.62804064679333249,True,False,False,False,False,False
0,500,29,0.85550440481657486,1.0000000000010001e-06,1.0000000000287557e-06,2.0000000000297558e-06,True,False,True,False,False,False
0,500,30,0.86337196550942275,1.0000000000010001e-06,1.0000000000287557e-06,2.0000000000297558e-06,True,False,True,False,True,False
0,500,31,0.011344899188171557,0.0077694356596555566,0.97946164998019292,0.98723108563984852,True,False,False,False,True,False
0,500,32,0.52541533523601969,0.060922459593948937,0.38243689670124248,0.44335935629519141,True,False,False,False,False,False
0,500,33,0.61492760452501249,1.0000000000010001e-06,0.45542727444620318,0.45542827444620315,True,False,True,False,False,False
0,500,34,0.049866736810117128,0.030259052478481312,0.9234995928696702,0.95375864534815147,True,False,False,False,False,False
0,500,35,0.75178947132113594,0.029141141216510711,0.27256775714303094,0.30170889835954168,True,False,False,False,False,False
0,500,36,0.17802015595343781,0.069120548965476758,0.724995090229687,0.79411563919516381,True,False,False,False,False,False
