GammaLev,FPR_Eco,FPR_ML,LB_Reject_Eco,LB_Reject_ML
0,0.014,0.080000000000000002,0.076999999999999999,0.050000000000000003
0.10000000000000001,0.017000000000000001,0.080000000000000002,0.074999999999999997,0.050000000000000003
0.20000000000000001,0.02,0.080000000000000002,0.084000000000000005,0.050000000000000003
0.28000000000000003,0.021000000000000001,0.080000000000000002,0.10299999999999999,0.050000000000000003
