Gamma,Uncal,Recalib,Eco,ML
1,0.02,0.02,0.02,0.055
4.9999999999999911,0.51500000000000001,0.0050000000000000001,0.029999999999999999,0.055
11.58000000000005,0.68999999999999995,0.014999999999999999,0.025000000000000001,0.055
30.000000000000323,0.73499999999999999,0.01,0.025000000000000001,0.055
49.999999999999396,0.76000000000000001,0.01,0.025000000000000001,0.055
89.999999999998622,0.77500000000000002,0.014999999999999999,0.025000000000000001,0.055
139.99999999999986,0.76500000000000001,0.01,0.025000000000000001,0.055
199.99999999999488,0.77000000000000002,0.01,0.025000000000000001,0.055
