n_warmup,gamma_lev,FPR_Eco,FPR_ML,share_nonconverged,alpha_hat_10,alpha_hat_50,alpha_hat_90,beta_hat_10,beta_hat_50,beta_hat_90,n_streams,n_converged,share_equals_initialiser,share_at_lower_bound,share_at_upper_bound,alpha_hat_10_converged,alpha_hat_50_converged,alpha_hat_90_converged,beta_hat_10_converged,beta_hat_50_converged,beta_hat_90_converged,persistence_median_pooled,persistence_median_converged,persistence_sum_of_medians_pooled,persistence_sum_of_medians_converged,FPR_Eco_CI_low,FPR_Eco_CI_high,FPR_ML_CI_low,FPR_ML_CI_high
250,0,0.105,0.10000000000000001,0,9.9999999999999995e-07,0.059068999999999997,0.16734499999999997,9.9999999999999995e-07,0.52402499999999996,0.90974139999999992,200,200,0,0.28999999999999998,0,9.9999999999999995e-07,0.059068999999999997,0.16734499999999997,9.9999999999999995e-07,0.52402499999999996,0.90974139999999992,0.62575150000000002,0.62575150000000002,0.583094,0.583094,0.069706962461937305,0.15518138221353622,0.065669941171571225,0.14940686356308552
500,0,0.070000000000000007,0.095000000000000001,0,0.0067181000000000012,0.0528005,0.11856569999999994,9.9999999999999995e-07,0.70147249999999994,0.90201719999999996,200,200,0,0.17999999999999999,0,0.0067181000000000012,0.0528005,0.11856569999999994,9.9999999999999995e-07,0.70147249999999994,0.90201719999999996,0.77481449999999996,0.77481449999999996,0.75427299999999997,0.75427299999999997,0.042151782922918733,0.11405578216683726,0.061662613649863592,0.14360265114397636
1000,0,0.035000000000000003,0.11,0,0.018236300000000004,0.049988500000000005,0.097585899999999989,0.35833000000000004,0.769648,0.89847620000000006,200,200,0,0.059999999999999998,0.0050000000000000001,0.018236300000000004,0.049988500000000005,0.097585899999999989,0.35833000000000004,0.769648,0.89847620000000006,0.84055749999999996,0.84055749999999996,0.81963649999999999,0.81963649999999999,0.017055324637357105,0.070471460866681337,0.073771901607160476,0.16092798300912986
2000,0,0.02,0.10000000000000001,0,0.0249746,0.050200000000000002,0.091620699999999999,0.55616049999999995,0.79073450000000001,0.8931211,200,200,0,0.01,0,0.0249746,0.050200000000000002,0.091620699999999999,0.55616049999999995,0.79073450000000001,0.8931211,0.83922300000000005,0.83922300000000005,0.84093450000000003,0.84093450000000003,0.0078043001763941876,0.050287865505193874,0.065669941171571225,0.14940686356308552
250,0.28000000000000003,0.10000000000000001,0.10000000000000001,0.014999999999999999,0.1153599,0.19486999999999999,0.28871759999999996,0.633849,0.75838899999999998,0.85165950000000001,200,197,0.014999999999999999,0.01,0.0050000000000000001,0.11874580000000001,0.195521,0.29083140000000007,0.63068999999999997,0.75745899999999999,0.84015439999999997,0.96083850000000004,0.96102799999999999,0.95325899999999997,0.95297999999999994,0.065669941171571225,0.14940686356308552,0.065669941171571225,0.14940686356308552
500,0.28000000000000003,0.074999999999999997,0.095000000000000001,0.01,0.12661,0.2010815,0.26971849999999997,0.68432470000000001,0.76056400000000002,0.83836549999999999,200,198,0.01,0.0050000000000000001,0,0.12843020000000002,0.20210149999999999,0.26972550000000001,0.68355809999999995,0.76001750000000001,0.83093050000000002,0.96645049999999999,0.9670995,0.96164550000000004,0.96211899999999995,0.045974507057252416,0.12004459797332034,0.061662613649863592,0.14360265114397636
1000,0.28000000000000003,0.040000000000000001,0.11,0.0050000000000000001,0.14621690000000001,0.20325850000000001,0.2514478,0.7083834,0.76804249999999996,0.814527,200,199,0.0050000000000000001,0,0,0.14846000000000001,0.20374999999999999,0.25146260000000004,0.70837679999999992,0.76797199999999999,0.81326900000000002,0.97172099999999995,0.97176799999999997,0.97130099999999997,0.97172199999999997,0.020405387150656411,0.076932938294198824,0.073771901607160476,0.16092798300912986
2000,0.28000000000000003,0.02,0.10000000000000001,0,0.16851289999999999,0.2049455,0.24204849999999997,0.72700189999999998,0.76873100000000005,0.80038310000000001,200,200,0,0,0,0.16851289999999999,0.2049455,0.24204849999999997,0.72700189999999998,0.76873100000000005,0.80038310000000001,0.97579149999999992,0.97579149999999992,0.97367650000000006,0.97367650000000006,0.0078043001763941876,0.050287865505193874,0.065669941171571225,0.14940686356308552
