lambda,lambda_units,N_streams,P_exceed_strict,CI_low_strict,CI_high_strict,P_exceed_weak,CI_low_weak,CI_high_weak,exact_level_strict,exact_level_weak,is_lattice_point,bracket_role
11,55,200000,0.060199999999999997,0.059165987812446551,0.061250906598950931,0.070360000000000006,0.069247367189113784,0.071489136937563841,0.059900409117847379,0.070269867528308674,True,none
11.199999999999999,56,200000,0.050814999999999999,0.049861089722359232,0.051786165203024072,0.060199999999999997,0.059165987812446551,0.061250906598950931,0.051020717214682557,0.059900409117847379,True,above_nominal
11.4,57,200000,0.043229999999999998,0.042347427080649196,0.044130119213789253,0.050814999999999999,0.049861089722359232,0.051786165203024072,0.043428228893176074,0.051020717214682557,True,below_nominal
11.6,58,200000,0.036705000000000002,0.035889766985910329,0.037538029958901861,0.043229999999999998,0.042347427080649196,0.044130119213789253,0.036944510104723778,0.043428228893176074,True,none
11.800000000000001,59,200000,0.03117,0.03041736176063442,0.031940647804839621,0.036705000000000002,0.035889766985910329,0.037538029958901861,0.031413618187913044,0.036944510104723778,True,none
12,60,200000,0.02632,0.025627454442800655,0.027030741429847734,0.03117,0.03041736176063442,0.031940647804839621,0.026699782955808733,0.031413618187913044,True,none
