b,N_seeds,lb_reject_biased,lb_ci_low,lb_ci_high,fpr_biased,fpr_ci_low,fpr_ci_high,lb_reject_naive_ref,fpr_naive_ref,delta_lb_pp,delta_fpr_pp,z_lb,pval_lb,z_fpr,pval_fpr,z_lb_paired,pval_lb_paired,z_fpr_paired,pval_fpr_paired,deff_lb,deff_fpr
0,10000,0.047800000000000002,0.043789399861243195,0.052157888265196711,0.051999999999999998,0.047817817398564257,0.056526245141561952,0.049200000000000001,0.0516,-0.0013999999999999985,0.00039999999999999758,-0.46082684680109021,0.64492283884351864,0.12762334936821085,0.89844705210965614,-0.65705255624950487,0.51114712355681657,0.19425717247145283,0.84597451821928105,1.5081653816945546,1.5683805020141013
0.02,10000,0.064699999999999994,0.060043754915036135,0.069690554066474897,0.042900000000000001,0.039100903042170322,0.047050148268302207,0.070400000000000004,0.064399999999999999,-0.0057000000000000106,-0.021499999999999998,-1.6059588185641522,0.10828295856723602,-6.7470310019669775,1.5090151350705128e-11,-2.0967788944164725,0.036013152751584121,-9.8031561806323939,0,1.413870401290382,1.539563428432331
0.050000000000000003,10000,0.1943,0.18666317855579051,0.20217159804804113,0.0309,0.027684349146600024,0.034475918124768752,0.21510000000000001,0.085400000000000004,-0.020800000000000013,-0.054500000000000007,-3.6452215120668909,0.00026716158404238577,-16.46704885016905,0,-4.0558833950285651,4.9945173050236491e-05,-21.294912125734356,0,1.1931804362512448,1.4706368619966186
0.074999999999999997,10000,0.48149999999999998,0.47171587219376448,0.49129833574595044,0.023800000000000002,0.0209903548907143,0.026975365157518093,0.50360000000000005,0.1094,-0.022100000000000064,-0.085599999999999996,-3.1257589669787897,0.0017734684466137463,-24.27659392813047,0,-3.1606925665922261,0.0015739452752332461,-27.714023272593938,0,1.0224823768092115,1.3425157853895207
0.10000000000000001,10000,0.80030000000000001,0.79234989859632554,0.808019471982246,0.017500000000000002,0.01510909979989246,0.020261458627810459,0.82020000000000004,0.13769999999999999,-0.019900000000000029,-0.12019999999999999,-3.5887042287884601,0.00033232560563201119,-31.768664781209292,0,-3.5118254646339837,0.00044504016609381303,-33.702406460931861,0,0.95631852772558879,1.2565141557557569
0.14999999999999999,10000,0.99839999999999995,0.99740236308380303,0.99901486734030642,0.0094999999999999998,0.0077781666957694503,0.011598535705864289,0.99790000000000001,0.20999999999999999,0.00049999999999994493,-0.20049999999999998,0.8227563384511688,0.41064657021032636,-45.356665980125541,0,0.82199493652678646,0.41107977872331558,-44.337144654206355,0,0.99816357227322872,1.1393301445621602
