ticker,phase_id,phase_type,start_date,end_date,T_days,ann_return,ann_vol,vol_pct,sharpe,q_ref,q_phase,delta_q,alpha,ADD_min_days,detectable_flag,pathology_class,episode_label
SPY,25,bull,2022-06-16,2022-08-16,42,0.7717872782682377,0.20432273356860173,0.3,3.7772951878069345,0.5411599625818522,0.5714285714285714,0.030268608846719225,0.05,105.82095677887799,False,location,
SPY,26,bear,2022-08-16,2022-10-12,41,-1.1038442535821842,0.2385439269634107,0.5333333333333333,-4.627425512918207,0.5411599625818522,0.34146341463414637,-0.1996965479477058,0.05,70.51064074573098,False,location,
SPY,27,bull,2022-10-12,2025-02-19,590,0.243474091159962,0.13977795973800933,0.13333333333333333,1.7418632495159745,0.5411599625818522,0.5694915254237288,0.028331562841876656,0.05,497.6287025518461,True,neither,
SPY,28,bear,2025-02-19,2025-04-08,35,-1.4754014843020922,0.26414943662783613,0.6333333333333333,-5.585480336953382,0.5411599625818522,0.42857142857142855,-0.11258853401042362,0.05,48.39633564964265,False,location,
SPY,29,bull,2025-04-08,2025-07-03,60,0.9078513625087026,0.2581397154817384,0.6,3.516899214111541,0.5411599625818522,0.6833333333333333,0.14217337075148118,0.05,122.07133364013532,False,location,
PFF,0,bull,2009-03-06,2010-05-03,292,0.9442258040975956,0.2808306228616346,1.0,3.362260833508944,0.5587099704746764,0.660958904109589,0.10224893363491261,0.05,133.55825354430155,True,both,
PFF,1,bear,2010-05-03,2011-08-08,321,-0.03524056459938645,0.17505278999451732,0.8,-0.20131392707588489,0.5587099704746764,0.5825545171339563,0.02384454665927993,0.05,37255.113686138226,False,scale,
PFF,2,bull,2011-08-08,2021-12-31,2619,0.06165359640047441,0.11981865452044643,0.4,0.5145575757567328,0.5587099704746764,0.5689194348988164,0.010209464424139947,0.05,5702.503773633343,False,neither,MeltUp_2017
PFF,3,bear,2021-12-31,2022-10-21,204,-0.28889391381041873,0.13381118823265903,0.6,-2.1589668070813004,0.5587099704746764,0.4362745098039216,-0.12243546067075484,0.05,323.9228642113861,False,location,
PFF,4,bull,2022-10-21,2024-10-16,499,0.11237116031245281,0.11216802259244761,0.2,1.0018110127584514,0.5587099704746764,0.5450901803607214,-0.013619790113954977,0.05,1504.395174097161,False,neither,
VNQ,0,bear,2007-02-07,2008-01-18,240,-0.3933411919945249,0.26326312803164686,0.8333333333333334,-1.494099059505368,0.5277223773434384,0.44583333333333336,-0.08188904401010505,0.05,676.3550700038015,False,neither,GFC_2008
VNQ,1,bull,2008-01-18,2013-05-21,1344,0.11895004790427584,0.45564831090886443,1.0,0.2610567076766085,0.5277223773434384,0.53125,0.003527622656561591,0.05,22154.59531466517,False,scale,
VNQ,2,bear,2013-05-21,2015-09-04,579,0.009483110060852768,0.1524059586619788,0.16666666666666666,0.06222269879805263,0.5277223773434384,0.5181347150259067,-0.00958766231753172,0.05,389974.17390801915,False,neither,
VNQ,3,bull,2015-09-04,2021-12-31,1593,0.1097905355285971,0.21413919269906764,0.5,0.5127064043941132,0.5277223773434384,0.549278091650973,0.021555714307534557,0.05,5743.756891730293,False,neither,MeltUp_2017
VNQ,4,bear,2021-12-31,2022-10-14,199,-0.5011673882568576,0.23876819152016282,0.6666666666666666,-2.098970491278929,0.5277223773434384,0.4271356783919598,-0.10058669895147859,0.05,342.70533759725265,False,location,
VNQ,5,bull,2022-10-14,2024-11-27,534,0.15086937086821678,0.19290207390494551,0.3333333333333333,0.7821034155524902,0.5277223773434384,0.5168539325842697,-0.010868444759168705,0.05,2468.3410712231635,False,neither,
BWX,0,bull,2008-10-10,2009-12-01,288,0.1874383299948604,0.1819796459178657,1.0,1.0299961242888582,0.4958436306447989,0.5347222222222222,0.038878591577423294,0.05,1423.1882633000735,False,neither,
BWX,1,bear,2009-12-01,2010-06-07,129,-0.25980978942109906,0.08651571205370025,0.7272727272727273,-3.003035902424698,0.4958436306447989,0.4728682170542636,-0.022975413590535343,0.05,167.42198465970634,False,location,
BWX,2,bull,2010-06-07,2012-10-17,599,0.08980422943890917,0.08544861109672158,0.5454545454545454,1.0509735417145323,0.4958436306447989,0.5342237061769616,0.03838007553216266,0.05,1366.9416267094562,False,neither,
BWX,3,bear,2012-10-17,2013-07-05,178,-0.12796017205990196,0.06983859786420825,0.2727272727272727,-1.8322271061154933,0.4958436306447989,0.4550561797752809,-0.040787450869518016,0.05,449.7538885677489,False,neither,
BWX,4,bull,2013-07-05,2014-06-30,249,0.09498492536723921,0.06484692722815376,0.18181818181818182,1.464755994267078,0.4958436306447989,0.5261044176706827,0.030260787025883806,0.05,703.7249789071442,False,neither,
BWX,5,bear,2014-06-30,2015-11-09,345,-0.12082763053931934,0.07640172407699858,0.45454545454545453,-1.5814778003903132,0.4958436306447989,0.4463768115942029,-0.04946681905059602,0.05,603.6807600392342,False,neither,
BWX,6,bull,2015-11-09,2018-03-26,598,0.0662247621046045,0.07103263137637969,0.36363636363636365,0.9323146393620166,0.4958436306447989,0.5234113712374582,0.027567740592659262,0.05,1737.0348323575358,False,neither,MeltUp_2017
BWX,7,bear,2018-03-26,2018-11-12,162,-0.14024267929258727,0.0523177911585627,0.09090909090909091,-2.680592513310535,0.4958436306447989,0.4382716049382716,-0.05757202570652731,0.05,210.122197460102,False,location,
BWX,8,bull,2018-11-12,2021-01-05,539,0.08201854405141236,0.08598602842131456,0.6363636363636364,0.953858964732476,0.4958436306447989,0.5250463821892394,0.029202751544440464,0.05,1659.4539422487417,False,neither,Calm_2015_or_2019
BWX,9,bear,2021-01-05,2022-10-20,453,-0.2319404446568154,0.09062340721328425,0.8181818181818182,-2.55938782031157,0.4958436306447989,0.423841059602649,-0.07200257104214991,0.05,230.4949086781443,True,both,
BWX,10,bull,2022-10-20,2024-09-18,480,0.0879965268419201,0.1043988030966786,0.9090909090909091,0.8428882729664137,0.4958436306447989,0.5,0.004156369355201084,0.05,2125.1691921658708,False,scale,
