gamma,seed,stream,p_data,p_concept
11.58,290285769,19,0,0.30380067678034778
11.58,2723834440,20,0,0.041257570679859135
11.58,4067361953,21,2.3071118597785705e-272,0.41239894404427097
11.58,3953474064,22,0,0.5272632178533635
11.58,1754567249,23,0,0.51559215460491037
11.58,1759283040,24,3.1900854365630778e-303,0.53138737216095333
11.58,3328604981,25,0,0.47745472694075075
11.58,3215984878,26,0,0.68807343303287549
11.58,1087499526,27,0,0.44023211388956146
11.58,4215224778,28,8.320137804979978e-302,0.89696328907710288
11.58,2978256908,29,5.4557560254678608e-241,0.3650392607225022
11.58,39581435,30,0,0.18788811437749964
11.58,817668407,31,2.5349696171785165e-307,0.52218787351118057
11.58,420860207,32,0,0.12769272575229051
11.58,2207768815,33,1.7818924098661928e-176,0.97369085743803541
11.58,1469296054,34,0,0.13615632166124195
11.58,2805626329,35,0,0.43705955175256228
11.58,2758589448,36,0,0.3189841445020638
11.58,2751687003,37,0,0.74346808246169249
11.58,810408512,38,0,0.25322077372762253
11.58,765899037,39,1.1178903539845935e-213,0.75662950712268728
11.58,2947045542,40,0,0.073968688837207752
11.58,188564908,41,1.9788691798302816e-282,0.49161356776173315
11.58,3450667694,42,1.4015935283950062e-237,0.95813729253090452
11.58,716754505,43,2.2541038169467916e-178,0.29731332547995049
11.58,2819148597,44,0,0.57954952162973372
11.58,847567322,45,0,0.89268265955036441
11.58,2568709240,46,0,0.8477143448091351
11.58,1740181593,47,1.024950201973912e-180,0.46115627331016174
11.58,1480949674,48,2.3770422332888011e-179,0.98900486143523281
11.58,3832459597,49,0,0.72599295625409721
11.58,3714249035,50,0,0.3686712132242127
11.58,1632167999,51,2.2280393844563741e-305,0.57413046022236114
11.58,503966279,52,2.8343960509301768e-222,0.28932591685357556
11.58,297986400,53,0,0.11930704549022965
11.58,3604924643,54,0,0.89788885459744738
11.58,2759578748,55,3.3331249128126481e-249,0.37258255504912441
11.58,2369201228,56,9.3520587158100323e-295,0.070630603274641504
11.58,709090032,57,0,0.41324714240820171
11.58,3634510444,58,0,0.9210083693024258
11.58,2901345925,59,0,0.13617052506744959
11.58,841482864,60,6.2928181286542367e-233,0.1739895984808435
11.58,4022653261,61,0,0.13433717841068216
11.58,1350895228,62,0,0.89669434104000389
11.58,3102761473,63,9.8222551333038025e-288,0.10363946905554858
11.58,1086237797,64,0,0.0386868543065804
11.58,3502718749,65,0,0.69932008599348006
11.58,3652222969,66,5.1690796705103206e-268,0.58123699850996402
11.58,2559443073,67,8.0663834641641797e-250,0.011189287716968109
11.58,706644946,68,1.9091080230859924e-285,0.77766619898679834
11.58,602487430,69,0,0.22150520276309754
11.58,2904787171,70,2.5570263861684083e-245,0.30056740561901674
11.58,99531559,71,1.7710365522768353e-256,0.026169464034009056
11.58,1384065283,72,0,0.074385555999563077
11.58,3810246625,73,0,0.091424608113948619
11.58,3568019323,74,0,0.81945421815353248
11.58,3451225981,75,0,0.28690652213515294
11.58,2172577117,76,0,0.4721751450113385
11.58,2316248583,77,7.945450624455261e-131,0.61595866084825235
11.58,883670128,78,1.9851086383118168e-179,0.063948527177035364
11.58,538396050,79,0,0.052987899483560197
11.58,2954492644,80,0,0.25440718717762878
11.58,4119609370,81,0,0.56774983906533438
11.58,2965050166,82,0,0.25892575145821312
