gamma,seed,p_data,p_concept
11.58,95,3.1088891178655717e-288,0.91862572702799061
11.58,96,0,0.087310387508655399
11.58,97,1.6574374144270141e-216,0.76771167656896599
11.58,98,0,0.57790452688490024
11.58,99,7.7102496176182311e-199,0.38835276082304371
11.58,100,6.0729399965803989e-121,0.44539926492552845
20,1,1.8324713110045699e-258,0.26508348492109446
20,2,0,0.8538039795625938
20,3,0,0.2349913990387979
20,4,0,0.66067868665733309
20,5,0,0.098545350138176321
20,6,0,0.95863705821390988
20,7,0,0.90844642748715521
20,8,0,0.87167738238859438
20,9,4.8063530017610386e-215,0.87103315234703227
20,10,3.7225005282678286e-304,0.86820662196476972
20,11,0,0.33123105639932288
20,12,0,0.43725669004153028
20,13,0,0.22706487221882229
20,14,0,0.56126353570630028
20,15,0,0.093090085935422548
20,16,0,0.92271362315695293
20,17,0,0.97683673288136186
20,18,0,0.30655963328457364
20,19,0,0.28750455171145928
20,20,0,0.328876990978409
20,21,0,0.50908607616278534
20,22,0,0.88049407160719428
20,23,0,0.69735003952127117
20,24,0,0.36426056633708925
20,25,0,0.26658088456648626
20,26,0,0.66401671820349917
20,27,0,0.21829834842263549
20,28,0,0.019752435808629714
20,29,0,0.5853904880125923
20,30,0,0.53753675500327414
20,31,0,0.64517985157605895
20,32,0,0.96766569390889345
20,33,1.2293345925767075e-236,0.77842739755866752
20,34,0,0.80224995046579517
20,35,0,0.82691948865312759
20,36,4.4572203758531048e-261,0.39829051927556325
20,37,0,0.05057520455260453
20,38,0,0.99420631686684235
20,39,0,0.55840262820667463
20,40,0,0.79924896326349382
20,41,0,0.094104879468731834
20,42,0,0.16552778322536299
20,43,0,0.26727468598474924
20,44,0,0.0796602115616801
20,45,9.0901379320239301e-253,0.88226111041860877
20,46,0,0.27141631137007993
20,47,0,0.38412859883148498
20,48,0,0.16952048109474138
20,49,0,0.95564685685189321
20,50,1.7700337755437033e-127,0.82586986727247091
20,51,0,0.16893081241754315
20,52,0,0.54046356188250222
20,53,4.3176034457431383e-288,0.32074728705087979
20,54,0,0.87222500609535181
20,55,0,0.34075678868891146
20,56,0,0.58212147837267159
20,57,0,0.61630490270270633
20,58,0,0.12652901836653568
20,59,0,0.060128080725329901
20,60,0,0.10019732745964569
20,61,0,0.46645432220927252
20,62,0,0.96577192214906848
20,63,0,0.55407109964314638
20,64,0,0.35728117536332077
20,65,0,0.93599162866783225
20,66,0,0.86512239656627055
20,67,0,0.15397311180973514
20,68,0,0.21179409299779023
20,69,0,0.086591370509526949
20,70,0,0.73945080009903708
20,71,1.3587167297867343e-285,0.32543844975373937
20,72,0,0.23031914622026833
20,73,1.0078583298612296e-286,0.97812577888681962
20,74,0,0.60093929303123839
20,75,0,0.27813732909673405
20,76,0,0.73644494766359769
20,77,0,0.18334881275639678
20,78,0,0.81923100735095322
20,79,0,0.02762194581560427
20,80,0,0.45774818084466101
20,81,1.5378902885565791e-299,0.76546257546656693
20,82,0,0.31738677491007738
20,83,0,0.5270191674277156
20,84,0,0.83616363785803483
20,85,0,0.099196214645807815
20,86,0,0.95073438941253252
20,87,0,0.69150752590550113
20,88,0,0.58891692351238434
20,89,0,0.44326214653737106
20,90,0,0.59865568697980298
20,91,0,0.54563191671043443
20,92,4.3672172854737979e-307,0.41100120006047358
20,93,0,0.961149408589273
20,94,0,0.65676256194906013
20,95,0,0.78335565007465868
20,96,0,0.38297874099698814
20,97,5.0267149307586716e-308,0.88757104108593188
20,98,0,0.10789663762207612
20,99,2.1593697562469051e-297,0.13205151885711938
20,100,5.9880299391215441e-202,0.52107702756169905
30.850000000000001,1,0,0.45483940745654955
30.850000000000001,2,0,0.38122604229493312
30.850000000000001,3,0,0.1383113638423529
30.850000000000001,4,0,0.66691506406157097
30.850000000000001,5,0,0.086989422361545554
30.850000000000001,6,0,0.51718728316243268
30.850000000000001,7,0,0.4931024412987588
30.850000000000001,8,0,0.50253184521689565
30.850000000000001,9,0,0.84711028916539211
30.850000000000001,10,0,0.92556721596275349
